job,status,customer,order_date,part_number,description,rev,order_quantity,unit_price,total_price,net_shipped,order_unit,price_uom,sales_rep,customer_line2,job_revision
14-200,Closed,GEORPACI,2014-11-12T00:00:00,DELIVER TANK,,,1,17600.00,17600.00,0,ea,ea,,425151,
15-009,Closed,HALOPROD,2015-01-08T00:00:00,"ONE (1) 10"" DIA. MONEL REBOILE",,,1,16290.00,16290.00,1,ea,ea,,0000076333,
15-011,Closed,YESACORP,2015-01-24T00:00:00,8800 GALLON STORAGE TANK,,,1,64743.00,64743.00,1,ea,ea,,"YEP50223695
YEP5022",
15-012,Closed,YESACORP,2015-06-29T00:00:00,8800 GALLON STORAGE TANK,,,1,64743.00,64743.00,1,ea,ea,,"YEP50223695
YEP5022",
15-013,Closed,YESACORP,2015-06-29T00:00:00,13500 GALLON STORAGE TANK,,,1,69743.00,69743.00,1,ea,ea,,"YEP50223695
YEP5022",
15-014,Closed,YESACORP,2015-06-29T00:00:00,"27,000 GALLON POWDER SILO",,,1,116734.00,116734.00,1,ea,ea,,"YEP50223695
YEP5022",
15-015,Closed,YESACORP,2015-06-29T00:00:00,"14,000 GALLON POWDER SILO",,,1,130248.00,130248.00,1,ea,ea,,"YEP50223695
YEP5022",
15-016,Closed,POTTINDU,2015-02-04T00:00:00,ANTI CAKE BIN,,,1,23319.00,23919.00,1,ea,ea,,45192408,
15-020,Closed,JOHNMAVI,2015-02-13T00:00:00,OPEN CELL MIXING TANK,,,1,68785.00,68785.00,1,ea,ea,,4900009150,
15-025,Closed,MRVTECHN,2015-02-23T00:00:00,OPEN TOP TANK FOR GULFSTREAM,,,1,35948.00,35948.00,1,ea,ea,,GULFSOUTH0003,
15-026,Closed,MRVTECHN,2015-02-23T00:00:00,OPEN TOP TANK FOR GULFSTREAM,,,1,35948.00,35948.00,1,ea,ea,,GULFSOUTH0003,
15-030,Closed,FOSTWHEE,2015-03-02T00:00:00,BINDER MIST ELIMINATOR,,,1,40198.00,40198.00,1,ea,ea,,86776-130516-E-25-05,
15-031,Closed,FOSTWHEE,2015-03-02T00:00:00,IMPREG. MIST ELIMINATOR,,,1,28450.00,28450.00,1,ea,ea,,86776-130516-E-25-05,
15-032,Closed,FOSTWHEE,2015-07-08T00:00:00,FORMER MIST ELIMINATOR,,,1,42622.00,42622.00,1,ea,ea,,86776-130516-E-25-05,
15-033,Closed,FOSTWHEE,2015-03-02T00:00:00,HAUL TANKS,Freight,,1,1950.00,1950.00,1,ea,ea,,86776-130516-E-25-05,
15-035,Closed,MUNIUTIL,2015-06-29T00:00:00,ASME METHANE TANK,,,1,92152.00,92152.00,1,ea,ea,,2732,
15-036,Closed,MUNIUTIL,2015-06-29T00:00:00,ASME METHANE TANK,,,1,92152.00,92152.00,1,ea,ea,,2732,
15-039,Closed,SOLVSPEC,2015-03-19T00:00:00,ASME SULFONE DEHYDRATION TOWER,LT-470,,1,80297.00,80297.00,1,ea,ea,,4512339295-5782-PXM,
15-041,Closed,SOLVSPEC,2015-04-03T00:00:00,ASME MELT DRUM,,,1,117513.00,117513.00,1,ea,ea,,4512352350-5782-PXM,
15-044,Closed,FUJIVEGE,2015-04-24T00:00:00,API 650 STAINLESS STEEL,,,1,132613.00,132613.00,1,ea,ea,,POMP150571,
15-045,Closed,FUJIVEGE,2015-06-29T00:00:00,API 650 STAINLESS STEEL,,,1,132613.00,132613.00,1,ea,ea,,POMP150571,
15-046,Closed,FUJIVEGE,2015-06-29T00:00:00,API 650 STAINLESS STEEL,,,1,132613.00,132613.00,1,ea,ea,,POMP150571,
15-047,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME SOLVENT RECOVERY RECEIVER,PD-603,,1,24035.00,24035.00,1,ea,ea,,4512364395,
15-048,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME DPS RECOVERY RECEIVER,PD-609,,1,24142.00,24142.00,0,ea,ea,,4512364395,
15-049,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME RECOVERY ACETONE RECEIVER,PD-613,,1,17718.00,17718.00,1,ea,ea,,4512364395,
15-050,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME RECOVERY ACETONE RECEIVER,PD-623,,1,19759.00,19759.00,1,ea,ea,,4512364395,
15-051,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME A5 SURGE TANK,PD-625,,1,195409.00,195409.00,1,ea,ea,,4512364395,
15-052,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME A1 STORAGE TANK,PD-605,,1,219334.00,219334.00,1,ea,ea,,4512364395,
15-053,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME UPSTAGE ACETONE TANK,PD-401,,1,83159.00,83159.00,0,ea,ea,,4512364395,
15-054,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME UPSTAGE ACETONE TANK,PD-402,,1,83159.00,83159.00,0,ea,ea,,4512364395,
15-055,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME UPSTAGE ACETONE TANK,PD-403,,1,83159.00,83159.00,0,ea,ea,,4512364395,
15-056,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME UPSTAGE ACETONE TANK,PD-404,,1,83159.00,83159.00,0,ea,ea,,4512364395,
15-057,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME ACETONE REFLUX VESSEL,PD-527,,1,17020.00,17020.00,1,ea,ea,,4512364395,
15-058,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME ACETONE STORAGE VESSEL,PD-101,,1,260582.00,260582.00,1,ea,ea,,4512364395,
15-059,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME DPS FLUSH TANK,PD-202,,1,34254.00,34254.00,0,ea,ea,,4512364395,
15-060,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME DFPB TERMINATION TANK,PD-203,,1,28839.00,28839.00,1,ea,ea,,4512364395,
15-061,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME MELT/RECYCLE DPS VESSEL,PD-210,,1,95017.00,95017.00,0,ea,ea,,4512364395,
15-062,Closed,SOLVSPEC,2015-04-22T00:00:00,ASME MELT/RECYCLE DPS VESSEL,PD-211,,1,95017.00,95017.00,0,ea,ea,,4512364395,
15-063,Closed,SOLVSPEC,2015-04-22T00:00:00,HAUL TANKS,,,1,25000.00,25000.00,0,ea,ea,,4512364395,
15-064,Closed,HALOPROD,2015-04-23T00:00:00,ASME REPAIR,,,1,7205.00,7205.00,1,ea,ea,,000077414,
15-065,Closed,HALOPROD,2015-04-23T00:00:00,ASME REPAIR,,,1,7205.00,7205.00,1,ea,ea,,000077414,
15-066,Closed,HALOPROD,2015-04-23T00:00:00,ASME REPAIR,,,1,2000.00,2000.00,1,ea,ea,,000077414,
15-068,Closed,MILLIKEN,2015-07-08T00:00:00,ASME ACETONE RELIEF VSL TAK-34,,1,1,15955.00,15955.00,1,ea,ea,,6700155104,
15-069,Closed,MILLIKEN,2015-05-07T00:00:00,ASME QUENCH FLUID VSL TAK-35,,1,1,34514.00,34514.00,1,ea,ea,,6700155104,
15-070,Closed,MILLIKEN,2015-05-07T00:00:00,ASME GLYCOL EXPSN VSL TAK-4703,,1,1,6953.00,6953.00,1,ea,ea,,6700155104,
15-071,Closed,MILLIKEN,2015-05-07T00:00:00,HAUL TANKS,,,1,1400.00,1400.00,1,ea,ea,,6700155104,
15-072,Closed,MILLIKEN,2015-06-11T00:00:00,ASME ALTERATION TANK TAK-20,,,1,37760.00,37760.00,2,ea,ea,,6700161134,
15-073,Closed,MILLIKEN,2015-06-11T00:00:00,HAUL TANKS,,,1,800.00,800.00,1,ea,ea,,6700161134,
15-074,Closed,GOODHARV,2015-05-21T00:00:00,SS BIN 813,,,1,45000.00,45000.00,1,ea,ea,,GHG-0028,
15-075,Closed,GOODHARV,2015-07-08T00:00:00,SS PROCESSING BIN,,,1,165000.00,165000.00,1,ea,ea,,GHG-0028,
15-076,Closed,GOODHARV,2015-07-08T00:00:00,HAUL TANKS,,,1,4000.00,4000.00,1,ea,ea,,GHG-0028,
15-077,Closed,HALOPROD,2015-05-26T00:00:00,"ONE 10"" DIA. MONEL REBOILER",Designated E-059,,1,16290.00,16290.00,1,ea,ea,,0000077715,
15-078,Closed,FLOQENGI,2015-05-26T00:00:00,ASME WATER TANK,,,1,8451.00,8451.00,1,ea,ea,,4500001430,
15-080,Closed,JOHNGRIM,2015-06-02T00:00:00,TANK,7 - Stainless Steel Tank,,1,17000.00,17000.00,3,ea,ea,,829-229-P352,
15-081,Closed,HALOPROD,2015-06-03T00:00:00,VESSEL,,,1,24142.00,24142.00,1,ea,ea,,0000077795,
15-082,Closed,HALOPROD,2015-07-07T00:00:00,VESSEL,New 316SS Vent Condenser,,1,9904.00,9904.00,1,ea,ea,,0000077795,
15-083,Closed,SOLENISL,2015-07-07T00:00:00,ASME ALTERATION,sav tnk/refurb reactors,,1,9450.00,9450.00,1,ea,ea,,4533064823,
15-084,Closed,SOLENISL,2015-07-07T00:00:00,ASME ALTERATION,sav tnk/refurb reactors,,1,9450.00,9450.00,1,ea,ea,,4533064823,
15-085,Closed,SOLENISL,2015-07-07T00:00:00,HAUL TANKS,,,1,10300.00,10300.00,1,ea,ea,,4533064823,
15-087,Closed,ASHLSPEC,2015-06-12T00:00:00,API 650 TANK,Storage Tank,,1,168592.00,168592.00,1,ea,ea,,4502639394,
15-088,Closed,ASHLSPEC,2015-06-12T00:00:00,API 650 TANK,Storage Tank,,1,163474.00,163474.00,1,ea,ea,,4502639394,
15-089,Closed,ASHLSPEC,2015-06-12T00:00:00,HAUL TANKS,,,1,51511.00,51511.00,1,ea,ea,,4502639394-2,
15-090,Closed,TRINMANU,2015-07-07T00:00:00,API 650 TANK,Stainless Storage Tank,,1,136503.00,136503.00,1,ea,ea,,PJ-81200,
15-091,Closed,TRINMANU,2015-06-15T00:00:00,API 650 TANK,Stailess Storage Tank,,1,136503.00,136503.00,1,ea,ea,,PJ-81200,
15-092,Closed,TRINMANU,2015-06-15T00:00:00,HAUL TANKS,,,1,7400.00,7400.00,1,ea,ea,,PJ-81200,
15-093,Closed,MILLIKEN,2015-07-08T00:00:00,ASME CRUDE OIL TANK T-0148,,,1,76017.00,76017.00,1,ea,ea,,45013005461,
15-094,Closed,MILLIKEN,2015-07-08T00:00:00,ASME DEA TANK T-0248,,,1,76455.00,76455.00,1,ea,ea,,4501300461,
15-095,Closed,MILLIKEN,2015-07-08T00:00:00,ASME RECEIVER T-0348,,,1,24645.00,24645.00,1,ea,ea,,4501300461,
15-096,Closed,ANDRITZI,2015-07-02T00:00:00,DISSOLVING TANK,Material 132618296,,1,381235.00,381235.00,1,ea,ea,,4501410759,
15-097,Closed,ANDRITZI,2015-07-02T00:00:00,HAUL TANK,Deliver Tank,,1,12000.00,12000.00,0,ea,ea,,4501410759,
15-098,Closed,AIRCO111,2015-07-13T00:00:00,ROLL 6 HAND RAIL PIPES,,,1,0.00,0.00,1,ea,ea,,COMP,
15-099,Closed,ALLNEXUS,2015-07-14T00:00:00,ASME REACTOR TANK,REACTOR V-121-037,,1,203758.00,203758.00,1,ea,ea,,243021,
15-100,Closed,ALLNEXUS,2015-07-15T00:00:00,CHARGE POT,V-121-038,,1,18121.00,18121.00,1,ea,ea,,243021,
15-101,Closed,ALLNEXUS,2015-07-09T00:00:00,HAUL TANKS,Deliver Tank,,1,2000.00,2000.00,0,ea,ea,,243021,
15-102,Closed,NEWERECY,2015-07-07T00:00:00,ROLL PLATE,,,1,400.00,400.00,1,ea,ea,,VERBAL,
15-103,Closed,HALOPROD,2015-07-15T00:00:00,ASME REPAIR,,,1,3974.00,3974.00,1,ea,ea,,0000078208,
15-104,Closed,MILLIKEN,2015-07-16T00:00:00,ASME TANK TAK-2708,PCN-001,,1,7356.00,7356.00,1,ea,ea,,6700155104,
15-105,Closed,PLASPROC,2015-07-28T00:00:00,RETORT ACCESS COLLAR,PP2467,,1,2499.00,2499.00,1,ea,ea,,3033-002-BL-072815,
15-106,Closed,ASHLANDI,2015-08-11T00:00:00,AROSET STAINLESS TANK,FB-3235,3,1,112501.00,112501.00,2,ea,ea,,4502667922,
15-107,Closed,ASHLANDI,2015-08-11T00:00:00,AROSET STAINLESS TANK,FB-3236,3,1,112501.00,112501.00,2,ea,ea,,4502667922,
15-108,Closed,ASHLANDI,2015-08-11T00:00:00,HAUL TANKS,Freight not to exceed,,1,6000.00,6000.00,0,ea,ea,,4502667922,
15-109,Closed,PCSNITROF,2015-08-25T00:00:00,STORAGE TANK,12' dia x 8' tall Atmospheric,,1,66983.00,66983.00,0,ea,ea,,2303020173,
15-110,Closed,NUTEMANA,2015-09-02T00:00:00,"ASME VERTICAL TANK 15,000 GAL",1417 Process C.,,1,91767.00,91767.00,1,ea,ea,,107,
15-111,Closed,NUTEMANA,2015-09-02T00:00:00,"ASME VERTICAL TANK 15,000 GAL",1417 Process C.,,1,91767.00,91767.00,1,ea,ea,,107,
15-112,Closed,NUTEMANA,2015-09-02T00:00:00,"ASME VERTICAL TANK 15,000 GAL",1417 Process C.,,1,91767.00,91767.00,1,ea,ea,,107,
15-113,Closed,NUTEMANA,2015-09-02T00:00:00,HAUL TANKS,Deliver Tank,,1,14695.00,14695.00,0,ea,ea,,107,
15-114,Closed,HALOPROD,2015-09-23T00:00:00,TANK REPAIR,ASME repair 2G-322 vessel,,1,33627.00,33627.00,1,ea,ea,,0000078868,
15-115,Closed,AEROMACH,2015-09-25T00:00:00,BREAK PARTS,,,1,120.00,120.00,2,ea,ea,,VERBAL,
15-116,Closed,HALOPROD,2015-09-25T00:00:00,REPAIR PRESSURE VSL,Repair Jacketed Tank 2A-324,,1,24826.00,24826.00,1,ea,ea,,0000078894,
15-117,Closed,HALOPROD,2015-09-25T00:00:00,REPAIR PRESS VSL,Repaid Monel 400 Reboiler Shel,,1,6865.00,6865.00,1,ea,ea,,0000078940,
15-118,Closed,HALOPROD,2015-10-09T00:00:00,REPAIR PRES VSL,1D-321A to become 3C-321,,1,25755.00,25755.00,1,ea,ea,,0000079075,
15-119,Closed,NEWERECY,2015-10-29T00:00:00,ROLL PLATE,,,1,520.00,520.00,1,ea,ea,,4687901,
15-120,Closed,AEROMACH,2015-11-02T00:00:00,FORMED TWO HALVES,,,1,327.00,327.00,1,ea,ea,,20266,
15-121,Closed,MERIPORT,2015-11-04T00:00:00,0027-83102 SULFURIC ACID,STORAGE TANK,,1,73556.00,73556.00,1,ea,ea,,23-3-0027,
15-122,Closed,MERIPORT,2015-11-04T00:00:00,0027-83101 REACTOR,,,1,40749.00,40749.00,1,ea,ea,,22-1-0005,
15-123,Closed,MERIPORT,2015-11-13T00:00:00,0005-83101 REACTOR,,,1,40749.00,40749.00,1,ea,ea,,22-1-0007,
15-124,Closed,MERIPORT,2015-11-04T00:00:00,0007-83101 REACTOR,,,1,40749.00,40749.00,1,ea,ea,,22-1-0027,
15-125,Closed,PRODPROC,2015-12-01T00:00:00,AMMONIA OIL DRAIN RECEIVER,,,1,7140.00,7140.00,1,ea,ea,,331-109-01,
15-126,Closed,INTEFLAV,2015-12-03T00:00:00,M603 REPLACEMENT HEAD,,,1,147484.00,147484.00,1,ea,ea,,4700376147,
15-127,Closed,SYS-CON,2015-12-17T00:00:00,T-1721 EJECTING WATER TANK,,,1,82095.00,82095.00,1,ea,ea,,9079,
15-128,Closed,SYS-CON,2015-12-17T00:00:00,T-1771 COOLING WATER TANK,,,1,12946.00,12946.00,1,ea,ea,,9079,
15-129,Closed,SYS-CON,2015-12-17T00:00:00,T-1741 CONDENSATE WATER TANK,Extra Manhole for tank access,,1,67713.00,67713.00,1,ea,ea,,9079,
15-130,Closed,SYS-CON,2015-12-17T00:00:00,V-1741 MP FLASH VESSEL,"Extra 4"" demister & 18"" manhol",,1,24869.00,24869.00,1,ea,ea,,9079,
16-001,Closed,SYS-CON,2016-01-18T00:00:00,V-1620 N#2 OIL TANK,,,1,18543.00,18543.00,1,ea,ea,,9097,
16-002,Closed,SYS-CON,2016-01-18T00:00:00,V-1630 N#2 OIL TANK,,,1,18543.00,18543.00,1,ea,ea,,9097,
16-003,Closed,SYS-CON,2016-01-18T00:00:00,V-1640 N#2 OIL TANK,,,1,18543.00,18543.00,1,ea,ea,,9097,
16-004,Closed,SYS-CON,2016-01-18T00:00:00,T-1620 OIL TANK 21500 GAL,,,1,114717.00,114717.00,1,ea,ea,,9097,
16-005,Closed,SYS-CON,2016-01-18T00:00:00,T-1630 OIL TANK 21500 GAL,,,1,114717.00,114717.00,1,ea,ea,,9097,
16-006,Closed,SYS-CON,2016-01-18T00:00:00,T-1640 OIL TANK 21500 GAL,,,1,114717.00,114717.00,1,ea,ea,,9097,
16-007,Closed,SYS-CON,2016-01-18T00:00:00,T-1131 WATER TANK 21500 GAL,,,1,122487.00,122487.00,1,ea,ea,,9097,
16-008,Closed,SAVAREST,2016-01-20T00:00:00,WINDOW LINTEL,,,1,1096.00,1096.00,1,ea,ea,,32371,
16-009,Closed,MCKEINC,2016-01-28T00:00:00,ASME THERMAL STORAGE TANK,,,1,53030.00,53030.00,2,ea,ea,,13200089-0078,
16-010,Closed,INTEFLAV,2016-02-11T00:00:00,SA-588 CORTEN STEEL STACK,,,1,39621.00,39621.00,1,ea,ea,,4700388158,
16-011,Closed,EVERPACK,2016-02-15T00:00:00,SA-516 CARBON STEEL BLOWDOWN T,,,1,15497.00,15497.00,1,ea,ea,,8901200849,
16-012,Closed,ANDRITZI,2016-02-22T00:00:00,VACUUM BREAKER,,,1,8132.00,8132.00,1,ea,ea,,4501560396,
16-013,Closed,ANDRITZI,2016-02-22T00:00:00,CONDENSATE TANK,,,1,8368.00,8368.00,1,ea,ea,,4501560396,
16-014,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK806 API 650,,,1,68932.00,68932.00,1,ea,ea,,14010-P-005,
16-015,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK808 API 650,,,1,68622.00,68622.00,1,ea,ea,,14010-P-005,
16-016,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK809 API 650,,,1,65133.00,65133.00,1,ea,ea,,14010-P-005,
16-017,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK810 API 650,,,1,68622.00,68622.00,1,ea,ea,,14010-P-005,
16-018,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK812 API 650,,,1,65133.00,65133.00,1,ea,ea,,14010-P-005,
16-019,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK601 API 650,,,1,78088.00,78088.00,1,ea,ea,,14010-P-005,
16-020,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK501,,,1,23584.00,23584.00,1,ea,ea,,14010-P-005,
16-021,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK815 API 650,,,1,67186.00,67186.00,1,ea,ea,,14010-P-005,
16-022,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK201 ASME,,,1,33909.00,33909.00,1,ea,ea,,14010-P-005,
16-023,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK202 ASME,,,1,32705.00,32705.00,1,ea,ea,,14010-P-005,
16-024,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK205 ASME,,,1,30202.00,30202.00,1,ea,ea,,14010-P-005,
16-025,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK101A ASME,,,1,20594.00,20594.00,1,ea,ea,,14010-P-005,
16-026,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK102 ASME,,,1,19713.00,19713.00,1,ea,ea,,14010-P-005,
16-027,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK301 ASME,,,1,20010.00,20010.00,1,ea,ea,,14010-P-005,
16-028,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK302 ASME,,,1,20111.00,20111.00,1,ea,ea,,14010-P-005,
16-029,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK303 ASME,,,1,20096.00,20096.00,1,ea,ea,,14010-P-005,
16-030,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK101B ASME,,,1,8089.00,8089.00,1,ea,ea,,14010-P-005,
16-031,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK204 ASME,,,1,34399.00,34399.00,1,ea,ea,,14010-P-005,
16-032,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK206 ASME,,,1,8037.00,8037.00,1,ea,ea,,14010-P-005,
16-033,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK207 ASME,,,1,8037.00,8037.00,1,ea,ea,,14010-P-005,
16-034,Closed,ONEACONS,2016-02-15T00:00:00,TANK TK814 API 650,,,1,55419.00,55419.00,1,ea,ea,,14010-P-005,
16-035,Closed,ONEACONS,2016-02-15T00:00:00,PICKLE AND PASSIVATE TANKS,,,1,4200.00,4200.00,0,ea,ea,,14010-P-005,
16-036,Closed,ONEACONS,2016-02-15T00:00:00,CROSSOVER PLATFORM GALV,,,1,0.00,0.00,0,ea,ea,,14010-P-005,
16-037,Closed,INTEFLAV,2016-02-24T00:00:00,ASME REFLUX DRUM,,,1,8346.00,8346.00,1,ea,ea,,4700390268,
16-038,Closed,GAF11111,2016-03-09T00:00:00,SS SLATE SKI PLATES,,,1,425.00,425.00,1,ea,ea,,210119,
16-039,Closed,HALOPROD,2016-03-14T00:00:00,REPAIR PRES VSL,Pressure Vessel Repair,,1,6865.00,6865.00,1,ea,ea,,NA-PR-200852-0,
16-040,Closed,ARMSWORL,2016-03-15T00:00:00,900 GALLON CAPACITY STAINLESS,STEEL TANK,,1,15220.00,15220.00,1,ea,ea,,4503589793,
16-041,Closed,AIRCO111,2016-03-14T00:00:00,SUGAR HOLDING TANK,,,1,92247.00,92247.00,1,ea,ea,,47004,
16-042,Closed,AIRCO111,2016-03-16T00:00:00,EASTMAN HOPPER,,,1,46343.00,46343.00,1,ea,ea,,47023,
16-043,Closed,ARBOLLC1,2016-03-25T00:00:00,BRINE HOLDING TANK,RQ001790-01 - TAG AS V-47008,,1,42147.00,42147.00,1,ea,ea,,SAV001703-0000-000,
16-044,Closed,SYS-CON,2016-04-19T00:00:00,T-1797 COOLING WATER TANK,,1,1,16982.00,16982.00,1,ea,ea,,9149,
16-045,Closed,SYS-CON,2016-05-05T00:00:00,"16"" HIGH PRESSURE STEAM HEADER",Rated to 300 PSI,,1,22165.00,22165.00,1,ea,ea,,9159,
16-046,Closed,SYS-CON,2016-05-05T00:00:00,"12"" LOW PRESSURE STEAM HEADER",Rated to 150 PSI,,1,13225.00,13225.00,1,ea,ea,,9159,
16-047,Closed,SYS-CON,2016-05-05T00:00:00,"16"" AIR HEADER",Rated to 142 PSI,,1,23447.00,23447.00,1,ea,ea,,9159,
16-048,Closed,HALOPROD,2016-05-12T00:00:00,CODE REPAIR,Repair Dished Head,,1,5100.00,5100.00,1,ea,ea,,NA-PR-201369-0,
16-049,Closed,M3CONSTR,2016-05-12T00:00:00,CLOUDY FILTRATE TANK,194T-001,,1,77100.00,77100.00,1,ea,ea,,066,
16-050,Closed,M3CONSTR,2016-05-12T00:00:00,CLEAR FILTRATE TANK,194T-002,,1,64100.00,64100.00,1,ea,ea,,066,
16-051,Closed,M3CONSTR,2016-05-12T00:00:00,HAUL TANKS,Not to exceed,,1,24500.00,24500.00,0,ea,ea,,066,
16-052,Closed,ONEACONS,2016-05-17T00:00:00,RESIN TANK 4,ATM Pressure CS Tank,,1,31645.00,31645.00,1,ea,ea,,15200-P-004,
16-053,Closed,ONEACONS,2016-05-17T00:00:00,DAY BIN 304 SS,"3'4"" OD x 24"" tall tank",,1,14350.00,14350.00,1,ea,ea,,15200-P-004,
16-054,Closed,ONEACONS,2016-05-17T00:00:00,FREIGHT,Deliver Tank,,1,2000.00,2000.00,0,ea,ea,,15200-P-004,
16-055,Closed,MASTSTEE,2016-05-19T00:00:00,ROLL PLATE,,,1,325.00,325.00,1,ea,ea,,620,
16-056,Closed,USMECHAN,2016-05-25T00:00:00,MANWAY COVER,,,1,1200.00,1200.00,1,ea,ea,,,
16-057,Closed,DUSTEXCO,2016-05-25T00:00:00,CANCELLED - SS ONLY,TANK FOR JOB # DS201540530,,1,19500.00,19500.00,0,ea,ea,,286566-530,
16-058,Closed,DUSTEXCO,2016-05-26T00:00:00,CS 20000 GAL AQUEOUS AMMONIA,Tank for Jobb # DS201640549,,1,70980.00,70980.00,1,ea,ea,,286573-549,
16-059,Closed,FLOQENGI,2016-06-06T00:00:00,POLYMER BLEND TANK,V-806,,1,60083.00,60083.00,1,ea,ea,,4500010424,
16-060,Closed,FLOQENGI,2016-06-06T00:00:00,POLYMER BLEND TANK,V-807,,1,60643.00,60643.00,1,ea,ea,,4500010432,
16-061,Closed,CLAYCOUN,2016-06-13T00:00:00,HYDROPNEUMATIC TANK,,,1,62250.00,62250.00,1,ea,ea,,PER CONTRACT,
16-062,Closed,TOMCLAY,2016-06-23T00:00:00,AIR TANK REPAIR,,,1,294.00,294.00,1,ea,ea,,,
16-063,Closed,GPALABRI,2016-06-24T00:00:00,WATER RECLAMATION TANK,,,1,56200.00,56200.00,1,ea,ea,,2016-623303,
16-064,Closed,DUSTEXCO,2016-07-12T00:00:00,20000 GAL CS AQUEOUS AMMONIA,,,1,71980.00,71980.00,1,ea,ea,,286566-530,
16-065,Closed,DUSTEXCO,2016-07-12T00:00:00,20000 GAL CS AQUEOUS AMMONIA,,,1,71980.00,71980.00,1,ea,ea,,286566-530,
16-066,Closed,HALOPROD,2016-07-13T00:00:00,CODE REPAIR,,,1,13665.00,13665.00,0,ea,ea,,NA-PR-201852-0,
16-067,Closed,ALLNEXUS,2016-07-29T00:00:00,R-12 VACUUM RECEIVER,Tag FA-6610,,1,18650.00,18650.00,1,ea,ea,,4500079983,
16-068,Closed,GILBINDU,2016-08-01T00:00:00,BURN PLATE,,,1,1970.00,1970.00,1,ea,ea,,GI160046-112,
16-069,Closed,INTEFLAV,2016-08-11T00:00:00,RESIDUE DECANTER T-607E,"25,000 Gal Capacity",,1,84995.00,84995.00,1,ea,ea,,4700414478,
16-070,Closed,ALLNEXUS,2016-08-11T00:00:00,R2 SOLIDS CHARGE FUNNEL V TANK,,3,1,22485.00,22485.00,1,ea,ea,,4500082817,
16-071,Closed,AZZSMS11,2016-08-18T00:00:00,"10'-0"" ID X 12'-1-5/8"" SHELL",VERTICAL TANK WITH FLAT TOP,,1,46261.00,46261.00,1,ea,ea,,SMS-53848,
16-072,Closed,GEORPACI,2016-09-09T00:00:00,HVLC COLLECTION-INCINERATION,CONDENSATE TANK,,1,8870.00,8870.00,1,ea,ea,,01345717,
16-073,Closed,ARIZCHEM,2016-09-13T00:00:00,FATTY ACID STORAGE TANK T-251,,,1,75245.00,75245.00,1,ea,ea,,4500152804,
16-074,Closed,ARIZCHEM,2016-09-13T00:00:00,FATTY ACID STORAGE TANK T-251,,,1,75245.00,75245.00,1,ea,ea,,4500152804,
16-075,Closed,ARIZCHEM,2016-09-13T00:00:00,FATTY ACID STORAGE TANK T-251,,,1,75245.00,75245.00,1,ea,ea,,4500152804,
16-076,Closed,ARIZCHEM,2016-09-13T00:00:00,FATTY ACID STORAGE TANK T-251,,,1,75245.00,75245.00,1,ea,ea,,4500152804,
16-077,Closed,ALLIUNIV,2016-09-21T00:00:00,"STORAGE TANK 35,000 GAL","12' 0""OD X 43'6""H A-36 CS",,1,65185.00,65185.00,1,ea,ea,,120416,
16-078,Closed,ALLIUNIV,2016-09-21T00:00:00,"STORAGE TANK 35,000 GAL","12' 0""OD X 43'6""H A-36 CS",,1,65185.00,65185.00,1,ea,ea,,120416,
16-079,Closed,ALLIUNIV,2016-09-22T00:00:00,"STORAGE TANK 35,000 GAL","12' 0""OD X 43'6""H A-36 CS",,1,65185.00,65185.00,1,ea,ea,,120416,
