job,part_number,customer,make_quantity,labor_hrs,labor_setup,labor_run,ot_hrs,ot_setup,ot_run,scrap_qty,scrap_run,scrap_setup
20-008,RECYCLE TANK,SOLVSPEC,1,5.25,0.00,5.25,0.50,0.00,0.50,0.00,0.00,0.00
20-009,RECYCLE TANK,SOLVSPEC,1,5.25,0.00,5.25,0.00,0.00,0.00,0.00,0.00,0.00
20-010,RECYCLE TANK,SOLVSPEC,1,4.25,0.00,4.25,0.00,0.00,0.00,0.00,0.00,0.00
20-011,TRS COLLECTION TANK,INTEPAPFR,1,24.25,0.00,24.25,16.00,0.00,16.00,0.00,0.00,0.00
20-012,THERMOFORMING WW RETURN TK,YATECONS,1,41.00,0.00,41.00,8.25,0.00,8.25,0.00,0.00,0.00
20-014,36 METER PIPE SPOOL,NEXAHIGH,1,8.00,0.00,8.00,3.50,0.00,3.50,0.00,0.00,0.00
20-015,"9,500 GAL TAD FABRIC RELEASE B",IRVCPROD,1,79.50,0.00,79.50,26.25,0.00,26.25,0.00,0.00,0.00
20-016,"9,500 GAL TAD FABRIC RELEASE T",IRVCPROD,1,66.00,0.00,66.00,26.25,0.00,26.25,0.00,0.00,0.00
20-017,13000 GAL YANKEE MACHINE CHEST,IRVCPROD,1,83.50,0.00,83.50,17.00,0.00,17.00,0.00,0.00,0.00
20-018,13000 GAL CORE MACHINE CHEST,IRVCPROD,1,47.50,0.00,47.50,11.75,0.00,11.75,0.00,0.00,0.00
20-019,13000 GAL TAD MACHINE CHEST,IRVCPROD,1,42.50,0.00,42.50,17.25,0.00,17.25,0.00,0.00,0.00
20-020,6500 GAL DAF RECOVERY FIBER TK,IRVCPROD,1,41.50,0.00,41.50,7.00,0.00,7.00,0.00,0.00,0.00
20-022,20000 GAL WET STRENGTH RESIN,IRVCPROD,1,86.50,0.00,86.50,3.00,0.00,3.00,0.00,0.00,0.00
20-023,20000 GAL WET STRENGTH RESIN,IRVCPROD,1,81.00,0.00,81.00,14.00,0.00,14.00,0.00,0.00,0.00
20-024,6500 GAL BOW SCREEN RECOVERY,IRVCPROD,1,59.00,0.00,59.00,7.50,0.00,7.50,0.00,0.00,0.00
20-026,300 GAL TAD SEAL POT,IRVCPROD,1,9.50,0.00,9.50,3.00,0.00,3.00,0.00,0.00,0.00
20-027,1300 GAL FORMING SEAL POT,IRVCPROD,1,46.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00
20-028,TAD SEAL POT,IRVCPROD,1,17.00,0.00,17.00,3.00,0.00,3.00,0.00,0.00,0.00
20-029,DRY STRENGTH BULK TANK,IRVCPROD,1,97.50,0.00,97.50,30.00,0.00,30.00,0.00,0.00,0.00
20-030,FILTERED POLYMER TK V-1175,SOLVSPEC,1,14.50,0.00,14.50,9.00,0.00,9.00,0.00,0.00,0.00
20-031,(8) 2205 GREEN LIQUOR SPRAY NO,ANDRITZI,1,11.00,0.00,11.00,11.00,0.00,11.00,0.00,0.00,0.00
20-032,15000 GAL PROCESS TANK,BCRENVIR,1,87.50,0.00,87.50,6.00,0.00,6.00,0.00,0.00,0.00
20-033,15000 GAL PROCESS TANK,BCRENVIR,1,81.50,0.00,81.50,9.50,0.00,9.50,0.00,0.00,0.00
20-034,FOUL CONDENSATE TANK,ANDRITZI,1,42.00,0.00,42.00,6.50,0.00,6.50,0.00,0.00,0.00
20-035,HOT OIL EXPANSION TANK,IMTT1111,1,70.50,0.00,70.50,12.50,0.00,12.50,0.00,0.00,0.00
20-037,"23,000 GAL 2205 SOLUTIZER VESS",KEMIRAWS,1,151.25,0.00,151.25,35.50,0.00,35.50,0.00,0.00,0.00
20-038,"13,000 GAL SST STORAGE TK",LIOCHEM1,1,85.50,0.00,85.50,18.75,0.00,18.75,0.00,0.00,0.00
20-039,VACUUM WATER TK 570-V-5728,YATECONS,1,18.50,0.00,18.50,0.00,0.00,0.00,0.00,0.00,0.00
20-041,2205 OXIDIZER,KEMIRAWS,1,342.75,0.00,342.75,93.75,0.00,93.75,0.00,0.00,0.00
20-042,REJECTS SETTLING TK 380-V-3888,YATECONS,1,53.50,0.00,53.50,4.50,0.00,4.50,0.00,0.00,0.00
20-044,STAND PIPE 380-V-3890,YATECONS,1,17.50,0.00,17.50,3.00,0.00,3.00,0.00,0.00,0.00
20-045,GLUE CONTAINMENT DROPLET SEPAR,IRVCPROD,1,31.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00
20-046,SST POLISHED DEAERATOR,ANDRITZNY,1,465.00,0.00,465.00,118.50,0.00,118.50,0.00,0.00,0.00
20-047,HF DUMP TANK,NUTRIEN,1,117.25,0.00,117.25,20.50,0.00,20.50,0.00,0.00,0.00
20-048,HF DUMP TANK,NUTRIEN,1,157.50,0.00,157.50,57.00,0.00,57.00,0.00,0.00,0.00
20-049,LIGHTS COLUMN RECEIVER,NUTRIEN,1,151.75,0.00,151.75,29.25,0.00,29.25,0.00,0.00,0.00
20-050,LIGHTS COLUMN RECEIVER,NUTRIEN,1,151.25,0.00,151.25,41.25,0.00,41.25,0.00,0.00,0.00
20-051,DEHYDRATION COLUMN RECEIVER,NUTRIEN,1,79.25,0.00,79.25,8.25,0.00,8.25,0.00,0.00,0.00
20-052,DEHYDRATION COLUMN RECEIVER,NUTRIEN,1,76.25,0.00,76.25,1.25,0.00,1.25,0.00,0.00,0.00
20-053,HEAVIES COLUMN RECEIVER,NUTRIEN,1,70.50,0.00,70.50,16.75,0.00,16.75,0.00,0.00,0.00
20-054,HEAVIES COLUMN RECEIVER,NUTRIEN,1,34.75,0.00,34.75,7.50,0.00,7.50,0.00,0.00,0.00
20-055,ACID PUMP VESSEL,NUTRIEN,1,56.00,0.00,56.00,20.75,0.00,20.75,0.00,0.00,0.00
20-056,ACID PUMP VESSEL,NUTRIEN,1,43.75,0.00,43.75,19.75,0.00,19.75,0.00,0.00,0.00
20-057,DEHYDRATION REFLUX VESSEL,NUTRIEN,1,32.75,0.00,32.75,9.00,0.00,9.00,0.00,0.00,0.00
20-058,DEHYDRATION REFLUX VESSEL,NUTRIEN,1,32.25,0.00,32.25,11.75,0.00,11.75,0.00,0.00,0.00
20-059,R-808 2205 REACTOR,FLOQENGI,1,193.00,0.00,193.00,66.00,0.00,66.00,0.00,0.00,0.00
20-061,60 GAL VACUUM KNOCKOUT TANK,MILLIKEN,1,66.75,0.00,66.75,3.50,0.00,3.50,0.00,0.00,0.00
20-062,700 GAL VOL FLASH TANK,MILLIKEN,1,320.50,0.00,320.50,77.00,0.00,77.00,0.00,0.00,0.00
20-065,WHITE LIQUOR FILTRATE TANK,ANDRITZI,1,122.25,0.00,122.25,37.00,0.00,37.00,0.00,0.00,0.00
20-067,CONDENSATE FLASH TANK,NUTRIEN,1,120.00,0.00,120.00,34.00,0.00,34.00,0.00,0.00,0.00
20-068,CONDENSATE FLASH TANK,NUTRIEN,1,108.25,0.00,108.25,24.50,0.00,24.50,0.00,0.00,0.00
20-070,SUCTION SCRUBBER,S&STECHN,1,8.25,0.00,8.25,0.00,0.00,0.00,0.00,0.00,0.00
20-071,INTERSTAGE SCRUBBER,S&STECHN,1,5.50,0.00,5.50,6.00,0.00,6.00,0.00,0.00,0.00
20-072,DEMONSTRATION CODE JOB,SAVATANK,1,4.50,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00
20-073,ALLOY 20 PHASE SEPARATOR DRUM,SYMRISE,1,161.75,0.00,161.75,31.50,0.00,31.50,0.00,0.00,0.00
20-074,PRECIPITATOR MIX TANK,ANDRITZI,1,157.00,0.00,157.00,45.00,0.00,45.00,0.00,0.00,0.00
20-075,25 GAL CST ASME TANK,S&STECHN,1,59.00,0.00,59.00,5.50,0.00,5.50,0.00,0.00,0.00
20-076,STOCK MAKE-DOWN STORAGE TANK,TELLPROD,1,104.50,0.00,104.50,29.50,0.00,29.50,0.00,0.00,0.00
20-077,STOCK MAKE-DOWN STORAGE TANK,TELLPROD,1,134.00,0.00,134.00,11.25,0.00,11.25,0.00,0.00,0.00
20-078,485 GAL CONDENSATE RECEIVER TK,NUTRIEN,1,98.75,0.00,98.75,22.50,0.00,22.50,0.00,0.00,0.00
20-079,485 GAL CONDENSATE RECEIVER TK,NUTRIEN,1,51.50,0.00,51.50,6.50,0.00,6.50,0.00,0.00,0.00
20-081,5000 GAL POTABLE WATER STORAGE,UGMS1111,1,82.50,0.00,82.50,0.00,0.00,0.00,0.00,0.00,0.00
20-082,12000 GAL EMERGENCY WATER S TK,UGMS1111,1,146.00,0.00,146.00,3.50,0.00,3.50,0.00,0.00,0.00
20-083,200 GAL SST ASME TANK,S&STECHN,1,31.00,0.00,31.00,8.00,0.00,8.00,0.00,0.00,0.00
20-084,FAT TANKS,PILGRIMS,1,142.75,0.00,142.75,61.25,0.00,61.25,0.00,0.00,0.00
20-085,FAT TANKS,PILGRIMS,1,135.75,0.00,135.75,25.75,0.00,25.75,0.00,0.00,0.00
20-086,FAT TANKS,PILGRIMS,1,104.25,0.00,104.25,21.25,0.00,21.25,0.00,0.00,0.00
20-087,14000 GAL CST TANK,CANNONUSA,1,81.75,0.00,81.75,30.75,0.00,30.75,0.00,0.00,0.00
20-088,14000 GAL CST TANK,CANNONUSA,1,76.25,0.00,76.25,10.25,0.00,10.25,0.00,0.00,0.00
20-089,14000 GAL CST TANK,CANNONUSA,1,59.50,0.00,59.50,15.75,0.00,15.75,0.00,0.00,0.00
20-090,14000 GAL CST TANK,CANNONUSA,1,81.25,0.00,81.25,17.75,0.00,17.75,0.00,0.00,0.00
20-091,14000 GAL CST TANK,CANNONUSA,1,82.00,0.00,82.00,12.50,0.00,12.50,0.00,0.00,0.00
20-092,14000 GAL CST TANK,CANNONUSA,1,62.50,0.00,62.50,20.50,0.00,20.50,0.00,0.00,0.00
20-093,14000 GAL CST TANK,CANNONUSA,1,79.50,0.00,79.50,12.75,0.00,12.75,0.00,0.00,0.00
20-094,14000 GAL CST TANK,CANNONUSA,1,75.00,0.00,75.00,13.75,0.00,13.75,0.00,0.00,0.00
20-095,14000 GAL CST TANK,CANNONUSA,1,83.25,0.00,83.25,32.25,0.00,32.25,0.00,0.00,0.00
20-096,14000 GAL CST TANK,CANNONUSA,1,66.25,0.00,66.25,28.25,0.00,28.25,0.00,0.00,0.00
20-097,14000 GAL CST TANK,CANNONUSA,1,78.00,0.00,78.00,22.75,0.00,22.75,0.00,0.00,0.00
20-098,14000 GAL CST TANK,CANNONUSA,1,55.00,1.00,54.00,21.75,0.00,21.75,0.00,0.00,0.00
20-099,14000 GAL CST TANK,CANNONUSA,1,66.25,0.00,66.25,13.25,0.00,13.25,0.00,0.00,0.00
20-101,25000 GAL SST API TANK,SYMRISE,1,110.50,0.00,110.50,0.00,0.00,0.00,0.00,0.00,0.00
20-102,FAT TANK,PILGRIMS,1,134.25,2.00,132.25,21.00,0.00,21.00,0.00,0.00,0.00
20-103,FAT TANK,PILGRIMS,1,219.25,0.00,219.25,14.50,0.00,14.50,0.00,0.00,0.00
20-104,"13,800 GAL CATCH TANK",POLYCOMP,1,193.75,0.00,193.75,5.00,0.00,5.00,0.00,0.00,0.00
20-105,MALEIC STORAGE TANK S-6218,POLYCOMP,1,184.50,0.00,184.50,0.00,0.00,0.00,0.00,0.00,0.00
20-106,"40,000 GAL STORAGE TANK",USSUGARC,1,251.25,0.00,251.25,26.50,0.00,26.50,0.00,0.00,0.00
20-107,SODIUM DOSING TANK T-24,NUTRIEN,1,144.00,0.00,144.00,0.00,0.00,0.00,0.00,0.00,0.00
20-108,SODIUM DOSING TANK T-224,NUTRIEN,1,91.50,0.00,91.50,0.00,0.00,0.00,0.00,0.00,0.00
20-109,100 GAL CST ASME TANK,AURIPOLY,1,21.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00
20-110,"3,600 GAL ZERON 100 TANK",KEMIWATE,1,286.00,0.00,286.00,0.00,0.00,0.00,0.00,0.00,0.00
20-111,FIELD INSTALL NEW API MW,IRVCPROD,1,4.50,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00
20-113,132 GAL JACKETED TANK,IFFCHEMI,1,80.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00
20-114,BA01 SUPPORTS,SYMRISE,1,6.50,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00
20-115,BA01 SUPPORTS,SYMRISE,1,11.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
20-116,BA03 SUPPORTS,SYMRISE,1,3.50,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00
20-117,BA03 SUPPORTS,SYMRISE,1,3.50,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00
20-118,WA02 SUPPORTS,SYMRISE,1,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
20-119,"WA01, VD01, WA04A, WA04B SPPTS",SYMRISE,1,14.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00
20-120,600 GAL CST ASME TANK,AURIPOLY,1,12.50,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00
20-121,EM19-CI1 JACKETED TANK,FLOQENGI,1,171.25,0.00,171.25,0.00,0.00,0.00,0.00,0.00,0.00
20-122,BUNKER C TANK-FIELD FAB'D TK K,YATECONS,1,107.00,0.00,107.00,0.00,0.00,0.00,0.00,0.00,0.00
20-124,CAULK HOLD TANK,SHERWILL,1,105.50,0.00,105.50,0.00,0.00,0.00,0.00,0.00,0.00
20-125,CAULK HOLD TANK,SHERWILL,1,65.50,0.00,65.50,0.00,0.00,0.00,0.00,0.00,0.00
20-126,950 GAL KNOCKOUT TANK,MILLIKEN,1,59.75,0.00,59.75,0.00,0.00,0.00,0.00,0.00,0.00
20-127,950 GAL KNOCKOUT TANK,MILLIKEN,1,44.75,0.00,44.75,0.00,0.00,0.00,0.00,0.00,0.00
20-128,LP4 AZON TANK,FLOQENGI,1,9.50,0.00,9.50,0.00,0.00,0.00,0.00,0.00,0.00
20-129,"4,850 GAL SST ASME TANK",SAVARCH,1,106.50,0.00,106.50,0.00,0.00,0.00,0.00,0.00,0.00
20-130,FAT TANK,PILGRIMS,1,148.50,0.00,148.50,0.00,0.00,0.00,0.00,0.00,0.00
20-131,FAT TANK,PILGRIMS,1,184.25,0.00,184.25,0.00,0.00,0.00,0.00,0.00,0.00
21-001,6 CARBON STEEL ELEVATOR LEG SE,LEARWEST,1,42.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00
21-002,"3,OOO GAL CST ASME TANK",SOUTGATE,1,106.50,0.00,106.50,0.00,0.00,0.00,0.00,0.00,0.00
21-004,RETORT VESSEL,AIRGNATI,1,135.00,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00
21-005,COLLECTION TROUGH,LEARWEST,1,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
21-007,SKID PLATE,GAF11111,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
21-008,(1) LOT OF BURNED PARTS,LEARWEST,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
21-009,R11 REACTOR,ACCURATE,1,792.50,0.00,792.50,74.00,0.00,74.00,0.00,0.00,0.00
21-010,1-SET CST RUBBER LINED DUCTING,NUTRIEN,1,573.75,0.00,573.75,38.75,0.00,38.75,0.00,0.00,0.00
21-011,1-SET CST RUBBER LINED DUCTING,NUTRIEN,1,475.50,0.00,475.50,37.75,0.00,37.75,0.00,0.00,0.00
21-012,LP4 CAUSTIC TANK,FLOQENGI,1,167.50,0.00,167.50,0.00,0.00,0.00,0.00,0.00,0.00
21-013,(2) ROLLED & TACKED CST SHELLS,INTETANK,1,4.50,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00
21-014,C-2000 CLADDED NOZZLE,HALOPROD,1,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
21-015,HPW TANK,USSUGARC,1,111.50,0.00,111.50,0.00,0.00,0.00,0.00,0.00,0.00
21-016,SOUTH ALUM REPL. TANK,DUBLCONS,1,151.00,0.00,151.00,6.50,0.00,6.50,0.00,0.00,0.00
21-018,RAPID DRAIN TANK,GRAYWOLF,1,234.00,0.00,234.00,63.25,0.00,63.25,0.00,0.00,0.00
21-019,BT-7 BLEND TANK,REICHHOLD,1,486.50,0.00,486.50,117.50,0.00,117.50,0.00,0.00,0.00
21-020,FIELD INSTALL NEW API MW,IRVCPROD,1,10.50,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00
21-021,20000 GAL SST STORAGE TANK,MILLIKEN,1,191.75,0.00,191.75,33.00,0.00,33.00,0.00,0.00,0.00
21-022,20000 GAL SST STORAGE TANK,MILLIKEN,1,142.25,0.00,142.25,43.50,0.00,43.50,0.00,0.00,0.00
21-023,20000 GAL SST STORAGE TANK,MILLIKEN,1,196.25,0.00,196.25,29.00,0.00,29.00,0.00,0.00,0.00
21-024,20000 GAL SST STORAGE TANK,MILLIKEN,1,144.75,0.00,144.75,19.50,0.00,19.50,0.00,0.00,0.00
21-025,6800 GAL STORAGE TK EM20-CD1,FLOQENGI,1,195.00,0.00,195.00,46.25,0.00,46.25,0.00,0.00,0.00
21-026,6800 GAL STORAGE TK EM22-CD1,FLOQENGI,1,210.00,0.00,210.00,36.00,0.00,36.00,0.00,0.00,0.00
21-027,1500 GAL JACKETED MIX TANK,REAGCHEM2,1,111.50,0.00,111.50,40.25,0.00,40.25,0.00,0.00,0.00
21-028,1500 GAL JACKETED MIX TANK,REAGCHEM2,1,78.50,0.00,78.50,22.50,0.00,22.50,0.00,0.00,0.00
21-029,SCRAP TANK,REAGCHEM2,1,37.50,0.00,37.50,19.25,0.00,19.25,0.00,0.00,0.00
21-030,ST115 STAINLESS TANK,KEMICHEM,1,266.50,0.00,266.50,48.50,0.00,48.50,0.00,0.00,0.00
21-031,ST115 STAINLESS TANK,KEMICHEM,1,236.00,0.00,236.00,82.25,0.00,82.25,0.00,0.00,0.00
21-032,(1) LOT - BURNED CST PARTS,LEARWEST,1,278.00,0.00,278.00,68.75,0.00,68.75,0.00,0.00,0.00
21-033,100 GAL CIP TANK,ADHERESE,1,48.50,0.00,48.50,11.50,0.00,11.50,0.00,0.00,0.00
21-034,"2,000 GAL CATCH TANK",ADHERESE,1,58.50,0.00,58.50,7.50,0.00,7.50,0.00,0.00,0.00
21-035,50 GAL ADDITIVE TANK,ADHERESE,1,22.50,0.00,22.50,0.00,0.00,0.00,0.00,0.00,0.00
21-036,600 GAL ADDITIVE TANK,ADHERESE,1,164.00,0.00,164.00,23.00,0.00,23.00,0.00,0.00,0.00
21-037,310 STAINLESS CYLINDER,GARRMACH,1,50.50,0.00,50.50,10.00,0.00,10.00,0.00,0.00,0.00
21-039,75 T DUPLEX 2205 WATER STORAGE,FLOQENGI,1,229.50,0.00,229.50,47.00,0.00,47.00,0.00,0.00,0.00
21-040,75 T DUPLEX 2205 WATER STORAGE,FLOQENGI,1,273.00,0.00,273.00,28.25,0.00,28.25,0.00,0.00,0.00
21-041,ASME SST AMONIUM HYDROXIDE TK,FLOQENGI,1,71.50,0.00,71.50,19.00,0.00,19.00,0.00,0.00,0.00
21-042,LOT FAB. COMPONENTS-BERNVLE #1,LEARWEST,1,104.50,0.00,104.50,49.75,0.00,49.75,0.00,0.00,0.00
21-043,LOT FAB. COMPONENTS-BERNVLE #2,LEARWEST,1,94.00,0.00,94.00,28.00,0.00,28.00,0.00,0.00,0.00
21-044,LOT FAB. COMPONENTS-BERNVLE #3,LEARWEST,1,173.00,0.00,173.00,21.00,0.00,21.00,0.00,0.00,0.00
21-045,LOT FAB. COMPONENTS-BERNVLE #4,LEARWEST,1,107.50,0.00,107.50,83.50,0.00,83.50,0.00,0.00,0.00
21-046,ROLLED SHELL & RINGS,TCHENTER,1,11.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00
21-047,CST ASME EXPANSION TANK,ALPHAPET,1,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00
21-048,"10,000 GAL TK (TAG MP-CS2EX)",FLOQENGI,1,129.00,0.00,129.00,18.00,0.00,18.00,0.00,0.00,0.00
21-050,GALVANIZED DRIP PANS,STEELFAB,1,45.00,0.00,45.00,2.00,0.00,2.00,0.00,0.00,0.00
21-051,STAINLESS STEEL MIX TANK,KEMICHEM,1,40.50,0.00,40.50,8.50,0.00,8.50,0.00,0.00,0.00
21-052,"SCRUBBER, CRYSTALIZATION CZ1-S",FLOQENGI,1,129.50,0.00,129.50,12.50,0.00,12.50,0.00,0.00,0.00
21-053,(2) ROLLED SST CHANNELS,VERSEQUI,1,7.50,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00
21-054,"22,000 GAL STORAGE TANK",POLYCOMP,1,93.50,0.00,93.50,66.50,0.00,66.50,0.00,0.00,0.00
21-055,"4"" GOOSE NECK TANK VENTS 304SS",SHERWILL,1,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
21-056,SECTION A&B SOLVENT DRYING COL,STMAPOWD,1,61.00,0.00,61.00,16.00,0.00,16.00,0.00,0.00,0.00
21-057,REBOILER/DISTILLATION COLUMN,MILLIKEN,1,28.50,0.00,28.50,10.00,0.00,10.00,0.00,0.00,0.00
21-058,"30,000 GAL CST STORAGE TANK",REICHHOLD,1,221.50,0.00,221.50,73.50,0.00,73.50,0.00,0.00,0.00
21-059,"30,000 GAL CST STORAGE TANK",REICHHOLD,1,155.50,0.00,155.50,55.00,0.00,55.00,0.00,0.00,0.00
21-060,"30,000 GAL CST STORAGE TANK",REICHHOLD,1,196.00,0.00,196.00,40.75,0.00,40.75,0.00,0.00,0.00
21-061,"15,000 GAL CST STORAGE TANK",REICHHOLD,1,117.25,0.00,117.25,26.75,0.00,26.75,0.00,0.00,0.00
21-062,"15,000 GAL CST STORAGE TANK",REICHHOLD,1,178.25,0.00,178.25,34.50,0.00,34.50,0.00,0.00,0.00
21-063,"15,000 GAL CST STORAGE TANK",REICHHOLD,1,175.50,0.00,175.50,30.50,0.00,30.50,0.00,0.00,0.00
21-064,650 GAL SST PRESSURE VESSEL,REICHHOLD,1,110.50,0.00,110.50,7.00,0.00,7.00,0.00,0.00,0.00
21-065,"15,000 GAL PROCESS TANK",BCRENVIR,1,91.50,0.00,91.50,30.00,0.00,30.00,0.00,0.00,0.00
21-066,"15,000 GAL PROCESS TANK",BCRENVIR,1,101.50,0.00,101.50,21.50,0.00,21.50,0.00,0.00,0.00
21-067,"30,000 GAL SS STORAGE TANK",PUMPSOL1,1,158.50,0.00,158.50,42.00,0.00,42.00,0.00,0.00,0.00
21-069,150 GAL KILL SOLUTION TANK,REICHHOLD,1,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
21-070,2500 GAL CATALYST DUMP TANK,REICHHOLD,1,75.00,0.00,75.00,4.00,0.00,4.00,0.00,0.00,0.00
21-071,"30,000 GAL BULK STORAGE TANK",NEPHNITR,1,252.00,0.00,252.00,81.00,0.00,81.00,0.00,0.00,0.00
21-072,"30,000 GAL BULK STORAGE TANK",NEPHNITR,1,337.50,0.00,337.50,93.25,0.00,93.25,0.00,0.00,0.00
21-073,"30,000 GAL BULK STORAGE TANK",NEPHNITR,1,365.00,0.00,365.00,81.25,0.00,81.25,0.00,0.00,0.00
21-074,"30,000 GAL BULK STORAGE TANK",NEPHNITR,1,352.50,0.00,352.50,92.50,0.00,92.50,0.00,0.00,0.00
21-075,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,195.00,0.00,195.00,40.25,0.00,40.25,0.00,0.00,0.00
21-076,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,144.50,0.00,144.50,29.00,0.00,29.00,0.00,0.00,0.00
21-077,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,125.50,0.00,125.50,24.50,0.00,24.50,0.00,0.00,0.00
21-078,"5,3000 GAL MIXING-AGING TANK",NEPHNITR,1,89.50,0.00,89.50,20.50,0.00,20.50,0.00,0.00,0.00
21-079,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,79.50,0.00,79.50,19.50,0.00,19.50,0.00,0.00,0.00
21-080,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,115.00,0.00,115.00,30.75,0.00,30.75,0.00,0.00,0.00
21-081,"2,600 GAL COMPOUND TANK",NEPHNITR,1,143.00,0.00,143.00,22.50,0.00,22.50,0.00,0.00,0.00
21-082,"2,600 GAL COMPOUND TANK",NEPHNITR,1,120.50,0.00,120.50,48.00,0.00,48.00,0.00,0.00,0.00
21-083,6' X 8' SS FEED TANK,NOAHINDU,1,57.00,0.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00
21-084,"35,000 GAL SS STORAGE TANK",TELLPROD,1,100.50,0.00,100.50,52.50,0.00,52.50,0.00,0.00,0.00
21-085,"35,000 GAL SS STORAGE TANK",TELLPROD,1,188.50,0.00,188.50,35.25,0.00,35.25,0.00,0.00,0.00
21-086,"35,000 GAL SS STORAGE TANK",TELLPROD,1,168.00,0.00,168.00,24.50,0.00,24.50,0.00,0.00,0.00
21-087,"35,000 GAL SS STORAGE TANK",TELLPROD,1,85.00,0.00,85.00,40.50,0.00,40.50,0.00,0.00,0.00
21-088,"13,000 GAL SST STORAGE TANK",LIOCHEM1,1,89.00,0.00,89.00,7.00,0.00,7.00,0.00,0.00,0.00
21-089,"13,000 GAL SST STORAGE TANK",LIOCHEM1,1,82.50,0.00,82.50,8.50,0.00,8.50,0.00,0.00,0.00
21-090,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,174.50,0.00,174.50,35.00,0.00,35.00,0.00,0.00,0.00
21-091,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,177.00,0.00,177.00,43.00,0.00,43.00,0.00,0.00,0.00
21-092,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,120.50,0.00,120.50,10.50,0.00,10.50,0.00,0.00,0.00
21-093,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,180.00,0.00,180.00,44.00,0.00,44.00,0.00,0.00,0.00
21-094,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,153.00,0.00,153.00,23.50,0.00,23.50,0.00,0.00,0.00
21-095,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,181.75,0.00,181.75,27.00,0.00,27.00,0.00,0.00,0.00
21-096,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,122.00,0.00,122.00,29.50,0.00,29.50,0.00,0.00,0.00
21-097,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,158.50,0.00,158.50,25.00,0.00,25.00,0.00,0.00,0.00
21-098,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,115.25,0.00,115.25,17.00,0.00,17.00,0.00,0.00,0.00
21-099,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,146.75,0.00,146.75,31.50,0.00,31.50,0.00,0.00,0.00
21-100,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,84.00,0.00,84.00,11.50,0.00,11.50,0.00,0.00,0.00
21-101,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,100.00,0.00,100.00,39.00,0.00,39.00,0.00,0.00,0.00
21-102,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,106.50,0.00,106.50,25.00,0.00,25.00,0.00,0.00,0.00
21-103,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,69.50,0.00,69.50,16.00,0.00,16.00,0.00,0.00,0.00
21-104,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,92.00,0.00,92.00,19.50,0.00,19.50,0.00,0.00,0.00
21-105,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,136.50,0.00,136.50,22.50,0.00,22.50,0.00,0.00,0.00
