Material,Description,Req_Count,Total_Est_Qty,Total_Act_Qty,Total_Est_Cost
KOBDWN625,DW625 .045 28 lb. Spool,3,196.0,196.0,8575.0
"FLANGE 316L 3""300 WD NK","Flange 316L 3"" 300# WD NK",3,13.0,13.0,1315.3200000000002
"FLANGE 316L 4""300 WD NK","Flange 316L 4"" 300# WD NK",3,9.0,9.0,1598.58
"FLANGE SA105 1""150 LP JNT","Flange SA105 1"" 150# LP JNT",3,5.0,5.0,65.58
"FLANGE 316L 4""300 RFSO","Flange 316L 4"" 300# RFSO",3,11.0,11.0,2109.36
PIPE 316L 20 SC10 WLD X,"Pipe 316L 20"" Sch10 Welded",3,2.0,2.0,2911.86
AG SA36 1/4 X 4 X 4 X 20',"Angle SA36 1/4""x 4""x 4""x 20'",3,4.0,4.0,320.1
PIPE 316L 2 SC10 WLD X,"Pipe 316L 2"" Sch10 Welded",3,12.0,12.0,3005.13
PLT SA516-1/2 X 96 X 240,"Plate SA516- 1/2""x96""x240""",3,3.0,3.0,10703.34
PLT SA36-3/16 X 72 X 144,"Plate SA36- 3/16""x72""x144""",3,6.0,6.0,4389.54
PIPE 304L 1.5 SC160 SML X,"Pipe 304L 1.5"" Sch160 Seamless",3,1.0,1.0,171.32
PIPE 304L 2 SC160 SML X,"Pipe 304L 2"" Sch160 Seamless",3,1.0,1.0,91.26000000000002
FLAT SA36 3/8 X 3 X 20',"Flat Stk SA36 3/8""x 3""x 20'",3,6.0,4.0,363.47
ELBOW 316L 1 SCH40 45 WLD,"Elbow 316L 1"" Sch40 45 Weld",3,5.0,5.0,12.3
ELBOW 304L 3/4 SCH40 45 WLD,"Elbow 304L 3/4"" Sch40 45 Weld",3,3.0,3.0,22.39
ELBOW 316L 12 SCH40 90 WLD,"Elbow 316L 12"" Sch40 90 Weld",3,6.0,6.0,3040.8
BOLT B7 3/4X2 HH,"Bolt B7 3/4"" x 2"" HH",3,120.0,120.0,589.2
BOLT SA325-GALV 1/2X1.5 HH,"Bolt 325-GALV 1/2"" x 1.5"" HH",3,36.0,36.0,17.0
"FLANGE 2205 1""150 BLIND","Flange 2205 1"" 150 BLIND",3,6.0,6.0,50.0
PMI TEST,PMI Testing,3,3.0,3.0,1200.0
FLAT SA36 1/4 X 3 X,"Flat Stk SA36 1/4""x 3""x",3,13.0,13.0,236.94899999999998
BOLT B7 PL 3/8X2.5 HH,"Bolt B7 Plated 3/8"" x 2.5"" HH",3,34.0,0.0,113.1
PIPE 2205 4 SC40 WLD X,"Pipe 2205 4"" Sch40 Welded",3,3.0,3.0,369.7
NUT SA194-8 3/8 HH,"Nut SA194-8 3/8"" HH",3,104.0,104.0,19.916000000000004
NUT SA194-8 1 HH,"Nut SA194-8 1"" HH",3,48.0,48.0,100.80000000000001
FLAT 304L 3/16 X 3.5 X 12',"Flat Stk 304L 3/16""x 3.5""x 12'",3,4.0,4.0,275.0
NUT SA194-8 7/8 HH,"Nut SA194-8 7/8"" HH",3,72.0,72.0,201.36
"FLANGE 316L 1.5""300 RFSO","Flange 316L 1.5"" 300# RFSO",3,4.0,3.0,120.49999999999999
PLT AL400 1/4 X,"Plate Alloy 400 1/4""x",3,5.0,5.0,39002.950000000004
PLT SA36-5/16 X 60 X 240,"Plate SA36- 5/16""x60""x240""",3,5.0,5.0,4086.51
FLAT SA36 3/8 X 4 X 20',"Flat Stk SA36 3/8""x 4""x 20'",3,5.0,5.0,241.94
"FLANGE 316L 10""150 BLIND","Flange 316L 10"" 150# BLIND",3,5.0,5.0,1096.46
STUD SA193-B7 1.25 X 7,"Stud SA193-B7 1.25""x 7""",3,60.0,60.0,297.4
FLAT 304L 3/8 X 4 X 12',"Flat Stk 304L 3/8""x 4""x 12'",3,20.0,20.0,2481.84125
PIPE SA53B 14 SC40  X,"Pipe SA53B 14"" Sch40",3,3.0,3.0,587.27
PLT SA36-3/4 X 72 X 144,"Plate SA36- 3/4""x72""x144""",3,3.0,3.0,2712.5099999999998
"FLANGE AL20 2""150 RFSO","Flange AL20 2"" 150 RFSO",3,4.0,4.0,586.0
FLAT 304L 1/4 X 3.5 X 12',"Flat Stk 304L 1/4""x 3.5""x 12'",3,9.0,9.0,587.05
BOLT B7 5/8X2.5 HH,"Bolt B7 5/8"" x 2.5"" HH",3,20.0,20.0,32.0
BOLT B7 3/4X3.5 HH,"Bolt B7 3/4"" x 3.5"" HH",3,32.0,32.0,117.6
PIPE AL20 6 SC40 SMLS X,"Pipe AL20 6"" Sch40 Seamless",3,3.0,3.0,3446.38
BOLT B8M 5/8X1.5 HH,"Bolt B8M 5/8"" x 1.5"" HH",3,37.0,37.0,119.6
BOLT B7 PL 5/8X1.75 HH,"Bolt B7 Plated 5/8"" x 1.75"" HH",3,174.0,174.0,373.0
PIPE C276 1 SC40 WLD X,"Pipe C276 1"" Sch40 Welded",3,3.0,3.0,1568.52
PLT SA36-3/4 X 48 X 120,"Plate SA36- 3/4""x48""x120""",3,3.0,3.0,1237.96
CPLG SA105 2 3000 HALF THRD,"Coupling 105 2""3000 Half Th",3,9.0,5.0,60.064
FLAT 304L 3/16 X 1.5 X,"Flat Stk 304L 3/16""x 1.5""x",3,3.0,3.0,30.0
PLT SA36-1/2 X 72 X 96,"Plate SA36- 1/2""x72""x96""",3,3.0,3.0,1569.0
PLT SA516-5/16 X 96 X,"Plate SA516- 5/16""x96""x",3,6.0,6.0,10376.4
BOLT SA325 1/2X2.25 HH,"Bolt SA325 1/2"" x 2.25"" HH",3,12.0,12.0,6.0
BOLT B8 5/8X3.5 HH,"Bolt B8 5/8"" x 3.5"" HH",3,15.0,15.0,45.559999999999995
"STUDPAD 316L 4""150 STD","Studpad 316L 4"" 150# Std",3,3.0,3.0,1236.6
PIPE SA106 14 SC40  X,"Pipe SA106 14"" Sch40",3,2.0,2.0,1366.67
CPLG 304L 3 3000 FULL THRD,"Coupling 304L 3""3000 Full Th",3,3.0,1.0,226.31
PLT SA36-3/16 X 120 X,"Plate SA36- 3/16""x120""x",3,6.0,6.0,17005.800000000003
STUBEND 316L 4 SCH80,"Stubend 316L 4"" Sch80",3,7.0,7.0,1702.75
STUBEND 316L 2 SCH40 SML,"Stubend 316L 2"" Sch40 Seemls",3,12.0,12.0,198.3
PIPE 316L 3 SC160 WLD X,"Pipe 316L 3"" Sch160 Welded",3,3.0,3.0,516.0
BOLT B8 5/8X4 HH,"Bolt B8 5/8"" x 4"" HH",3,52.0,52.0,182.8
PLT SA516-5/16 X 120 X 240,"Plate SA516- 5/16""x120""x240""",3,5.8,5.8,10293.968
PLT SA516-3/16 X 120 X 240,"Plate SA516- 3/16""x120""x240""",3,1.8,0.0,2491.956
PLT SA36-5/16 X 96 X 360,"Plate SA36- 5/16""x96""x360""",3,3.0,3.0,11378.68
STUBEND 316L 3 SCH80,"Stubend 316L 3"" Sch80",3,23.0,23.0,3655.5
STUBEND 316L 2 SCH80,"Stubend 316L 2"" Sch80",3,19.0,19.0,2616.5
PIPE AL6XN 3 SC40 WLD X,"Pipe AL6XN 3"" Sch40 Welded",3,3.0,3.0,2001.3
PIPE AL6XN 4 SC40 WLD X,"Pipe AL6XN 4"" Sch40 Welded",3,3.0,3.0,763.27
PIPE AL6XN 1 SC40 WLD X,"Pipe AL6XN 1"" Sch40 Welded",3,3.0,3.0,129.63
PIPE AL6XN 8 SC40 WLD X,"Pipe AL6XN 8"" Sch40 Welded",3,3.0,3.0,1552.93
STUBEND AL46XN 3 SCH40,"Stubend AL46XN 3"" Sch40",3,17.0,17.0,3382.85
STUBEND AL46XN 4 SCH40,"Stubend AL46XN 4"" Sch40",3,6.0,6.0,1957.04
STUBEND AL46XN 1 SCH40,"Stubend AL46XN 1"" Sch40",3,4.0,4.0,514.52
STUBEND AL46XN 8 SCH40,"Stubend AL46XN 8"" Sch40",3,5.0,5.0,5984.8
CPLG AL6XN 1/2 3000 HALF THRD,"Coupling AL6X 1/2""3000 Half Th",3,3.0,3.0,113.27000000000001
ELBOW 304L 1.5 SCH40 90 WLD,"Elbow 304L 1.5"" Sch40 90 Weld",3,5.0,5.0,19.2
PIPECAP 304L 6 SC40,"Pipe Cap 304L 6"" Sch40",3,8.0,8.0,303.55
"FLANGE AL6XN 1""150 BLIND","Flange AL6XN 1"" 150 BLIND",3,3.0,3.0,390.86
STUBEND 304L 1 SCH80,"Stubend 304L 1"" Sch80",3,4.0,4.0,96.2
"FLANGE SA105 6""300 BLIND","Flange SA105 6"" 300# BLIND",3,3.0,3.0,146.29000000000002
PIPE 316L 2 SC160 SML X,"Pipe 316L 2"" Sch160 Seamless",3,3.0,3.0,678.5
PLT SA516-1/4 X 96 X 120,"Plate SA516- 1/4""x96""x120""",3,2.3,2.3,1952.2109999999998
PIPE SA106 1/2 SC40ST  X,"Pipe SA106 1/2"" Sch40ST",3,2.0,1.0,10.02
PIPE 2205 2 SC80 SMLS X,"Pipe 2205 2"" Sch80 Seamless",3,7.0,7.0,9692.0
STUBEND 304L 3 SCH80,"Stubend 304L 3"" Sch80",3,11.0,11.0,1208.0
PLT SA36-1/4 X 72 X 360,"Plate SA36- 1/4""x72""x360""",3,3.0,3.0,6340.41
PIPE 316L 10 SC80 WLD X,"Pipe 316L 10"" Sch80 Welded",3,3.0,3.0,1850.0
PLT SA516-1/2 X 48 X 96,"Plate SA516- 1/2""x48""x96""",3,1.1,1.1,609.1600000000001
"FLANGE 2205 4""150 BLIND","Flange 2205 4"" 150 BLIND",3,7.0,7.0,1423.42
"FLANGE C276 1""150 RFSO","Flange C276 1"" 150 RFSO",3,3.0,3.0,401.55
NUT 2H 7/8 HH,"Nut 2H 7/8"" HH",3,48.0,48.0,28.4
PLT SA516-5/8 X 60 X 240,"Plate SA516- 5/8""x60""x240""",3,3.0,3.0,3131.23
PLT SA36-1/4 X 48 X,"Plate SA36- 1/4""x48""x",3,3.0,3.0,1450.64
PIPE AL400 2 SC40 SMLS X,"Pipe AL400 2"" Sch40 Seamless",3,3.0,3.0,71.86
STUBEND 316L 8 SCH80,"Stubend 316L 8"" Sch80",3,5.0,4.0,3758.8
PLT SA516-1/4 X 120 X 360,"Plate SA516- 1/4""x120""x360""",3,3.0,2.0,12239.55
"FLANGE SA105 12""300 RFSO","Flange SA105 12"" 300# RFSO",3,3.0,3.0,428.46000000000004
"FLANGE SA105 24""300 BLIND","Flange SA105 24"" 300# BLIND",3,3.0,3.0,4830.16
PIPE SA106 12 SC80  X,"Pipe SA106 12"" Sch80",3,2.0,2.0,1575.0
"FLANGE SA105 10""300 RFSO","Flange SA105 10"" 300# RFSO",3,5.0,5.0,627.32
PIPE 2205 3 SC40 SMLS X,"Pipe 2205 3"" Sch40 Seamless",3,3.0,3.0,891.0
PLT SA516-3/8 X 60 X 240,"Plate SA516- 3/8""x60""x240""",3,3.2,3.2,2813.075
GASKET RING 1/8X3/4 150#,"Gasket Ring 1/8""x3/4"" 150#",3,5.0,4.0,29.21
PLT SA36-3/8 X 120 X 360,"Plate SA36- 3/8""x120""x360""",3,6.0,6.0,13090.919999999998
CPLG 316L 2 3000 FULL THRD,"Coupling 316L 2""3000 Full Th",3,3.0,3.0,89.07
PLT SA36-1/2 X 48 X 240,"Plate SA36- 1/2""x48""x240""",3,4.0,4.0,2908.1
PLT SA36-5/16 X 96 X,"Plate SA36- 5/16""x96""x",3,4.0,4.0,13486.800000000001
PLT SA36-1/4 X 48 X 144,"Plate SA36- 1/4""x48""x144""",3,2.0,2.0,488.51
"FLANGE 304L 10""150 LP JNT","Flange 304L 10"" 150# LP JNT",2,2.0,2.0,1101.25
STUBEND 304L 10 SCH40,"Stubend 304L 10"" Sch40",2,2.0,2.0,679.0
PLT SA36-1/2 X 60 X 144,"Plate SA36- 1/2""x60""x144""",2,4.0,4.0,1938.54
PIPECAP 316L 6 SC40,"Pipe Cap 316L 6"" Sch40",2,3.0,3.0,161.5
PLT SA36-1/2 X 96 X 360,"Plate SA36- 1/2""x96""x360""",2,2.0,2.0,7939.3
ROD A36HR 1/2 X 20',"Rod A36HR 1/2""x 20'",2,6.0,1.0,57.16
PLT SA516-5/8 X 96 X 360,"Plate SA516- 5/8""x96""x360""",2,4.0,0.0,11677.952
PLT SA36-1/2 X 96 X 240,"Plate SA36- 1/2""x96""x240""",2,3.0,3.0,4098.7
PIPE 2205 8 SC160 SMLS X,"Pipe 2205 8"" Sch160 Seamless",2,2.0,2.0,5222.610000000001
PIPE 2205 10 SC80 SMLS X,"Pipe 2205 10"" Sch80 Seamless",2,2.0,2.0,570.94
PIPE 2205 2 SC40 SMLS X,"Pipe 2205 2"" Sch40 Seamless",2,2.0,2.0,556.0
FLAT SA36 1/2 X 2 X 20',"Flat Stk SA36 1/2""x 2""x 20'",2,2.0,2.0,106.82
FLAT 316L 3/8 X 4 X 12',"Flat Stk 316L 3/8""x 4""x 12'",2,6.0,6.0,1319.55
PIPECAP 304L 3 SC40,"Pipe Cap 304L 3"" Sch40",2,3.0,3.0,32.2
AG 316L 1/4 X 1.5 X 1.5 X 20',"Angle 316L 1/4""x 1.5""x1.5""x20'",2,14.0,4.0,1172.21
PLT SA516-3/8 X 48 X 120,"Plate SA516- 3/8""x48""x120""",2,1.0,1.0,895.0
"FLANGE SA105 3/4""300 RFSO","Flange SA105 3/4"" 300# RFSO",2,2.0,2.0,68.47
PIPE C276 8 SC40 WLD X,"Pipe C276 8"" Sch40 Welded",2,2.0,2.0,1793.75
CPLG 304L 3 3000 HALF THRD,"Coupling 304L 3""3000 Half Th",2,2.0,1.0,52.95
"FLANGE C276 8""150 RFSO","Flange C276 8"" 150 RFSO",2,2.0,2.0,4635.0
"FLANGE SA105 3/4""300 BLIND","Flange SA105 3/4"" 300# BLIND",2,2.0,2.0,44.78
PIPE 304L 5 SC80 SML X,"Pipe 304L 5"" Sch80 Seamless",2,3.0,3.0,4461.0
PLT C276 3/8 X,"Plate Alloy C276 3/8""x",2,3.0,3.0,12712.75
"FLANGE 316L 24""300 RFSO","Flange 316L 24"" 300# RFSO",2,2.0,2.0,8760.0
STUBEND AL400 2 SCH40,"Stubend Alloy400 2"" Sch40",2,2.0,2.0,128.0
"FLANGE 316L 10""150 LP JNT","Flange 316L 10"" 150# LP JNT",2,3.0,3.0,363.96
STUBEND AL400 1 SCH40,"Stubend Alloy400 1"" Sch40",2,2.0,4.0,172.0
STUBEND AL400 1/2 SCH40,"Stubend Alloy400 1/2"" Sch40",2,8.0,6.0,640.0
PLT AL400 1/2 X,"Plate Alloy 400 1/2""x",2,3.0,3.0,2197.45
PLT SA36-3/8 X 120 X 240,"Plate SA36- 3/8""x120""x240""",2,5.0,5.0,5630.1
PLT SA36-3/8 X 60 X 96,"Plate SA36- 3/8""x60""x96""",2,3.0,3.0,793.58
PLT SA516-5/8 X 48 X 96,"Plate SA516- 5/8""x48""x96""",2,3.0,3.0,1535.5
"PLT 304L 3/4""X72""X","PLT 304L 3/4""X72""X",2,1.0,1.0,11911.21
BEAM SA36 W12 65 X 20,Beam SA36 W12 65# x 20',2,3.0,1.0,725.0
PIPE 304L 3 SC10 SML X,"Pipe 304L 3"" Sch10 Seamless",2,5.0,5.0,1512.32
BOLT B7 PL 3/8X1.5 HH,"Bolt B7 Plated 3/8"" x 1.5"" HH",2,28.0,28.0,9.44
"FLANGE 316L 14""150 RFSO","Flange 316L 14"" 150# RFSO",2,3.0,3.0,1320.0
PIPE 316L 20 SC40 WLD X,"Pipe 316L 20"" Sch40 Welded",2,2.0,2.0,4599.65
BOLT B7 PL 3/4X3.75 HH,"Bolt B7 Plated 3/4"" x 3.75"" HH",2,84.0,84.0,306.59999999999997
BOLT B8M 1/2X1.5 HH,"Bolt B8M 1/2"" x 1.5"" HH",2,36.0,36.0,61.3328
PIPE 2205 10 SC80 WLD X,"Pipe 2205 10"" Sch80 Welded",2,2.0,2.0,7246.0
PIPE AL20 3 SC40 SMLS X,"Pipe AL20 3"" Sch40 Seamless",2,3.0,3.0,2192.5
PIPE AL20 4 SC40 SMLS X,"Pipe AL20 4"" Sch40 Seamless",2,2.0,2.0,381.6
PIPE AL20 2 SC40 SMLS X,"Pipe AL20 2"" Sch40 Seamless",2,2.0,2.0,188.0
PLT SA516-3/8 X 72 X 360,"Plate SA516- 3/8""x72""x360""",2,1.0,1.0,1308.95
PLT SA36-3/8 X 120 X,"Plate SA36- 3/8""x120""x",2,2.0,2.0,7720.44
PLT SA516-1/2 X 120 X 240,"Plate SA516- 1/2""x120""x240""",2,1.0,1.0,1863.85
GASKET RING NO ASB 1/8X10 150,"G Ring Non Asb 1/8"" 10""150#",2,2.0,2.0,26.57
PIPE 2205 12 SC80 WLD X,"Pipe 2205 12"" Sch80 Welded",2,2.0,2.0,2260.0
"FLANGE C276 2""150 BLIND","Flange C276 2"" 150 BLIND",2,3.0,3.0,1148.5
PIPE 2205 1.5 SC160 SMLS X,"Pipe 2205 1.5"" Sch160 Seamless",2,2.0,2.0,617.3
PLT AL20 3/8 X,"Plate Alloy 20 3/8""x",2,3.0,3.0,24379.9
"FLANGE AL6XN 4""150 BLIND","Flange AL6XN 4"" 150 BLIND",2,2.0,2.0,941.06
PLT AL6XN 1/4 X,"Plate Alloy Al6X 1/4""x",2,1.0,1.0,7684.78
PIPE 2205 4 SC80 SMLS X,"Pipe 2205 4"" Sch80 Seamless",2,2.0,2.0,367.0
PIPECAP 304L 1 SC10,"Pipe Cap 304L 1"" Sch10",2,2.0,2.0,12.8
ELBOW 304L 1 SCH10 90 WLD,"Elbow 304L 1"" Sch10 90 Weld",2,4.0,4.0,11.2
PIPECAP 304L 3 SC10,"Pipe Cap 304L 3"" Sch10",2,4.0,4.0,10.6
PIPE 316L 10 SC10 WLD X,"Pipe 316L 10"" Sch10 Welded",2,3.0,3.0,3131.0
PIPE 304L 20 SC40 WLD X,"Pipe 304L 20"" Sch40 Welded",2,2.0,2.0,819.33
PLT SA516-3/4 X 120 X 360,"Plate SA516- 3/4""x120""x360""",2,2.0,2.0,18469.16
PLT SA36-3/16 X 48 X 144,"Plate SA36- 3/16""x48""x144""",2,2.0,2.0,420.02
PLT SA516-1/2 X 48 X,"Plate SA516- 1/2""x48""x",2,1.0,1.0,601.41
STUBEND 304L 12 SCH40,"Stubend 304L 12"" Sch40",2,2.0,2.0,638.15
PLT SA516-1/4 X 48 X 144,"Plate SA516- 1/4""x48""x144""",2,2.0,2.0,1437.6599999999999
PLT SA36-1/4 X 72 X 144,"Plate SA36- 1/4""x72""x144""",2,4.0,4.0,1576.83
PLT SA36-1/2 X 48 X 120,"Plate SA36- 1/2""x48""x120""",2,2.0,2.0,561.94
"FLANGE SA105 14""300 BLIND","Flange SA105 14"" 300# BLIND",2,2.0,2.0,640.44
PLT SA516-3/4 X 96 X 240,"Plate SA516- 3/4""x96""x240""",2,2.0,3.0,7274.63
STUD SA193-B7 3/4 X 4.5,"Stud SA193-B7 3/4""x 4.5""",2,32.0,32.0,57.6
"FLANGE SA105 1""300 WD NK","Flange SA105 1"" 300# WD NK",2,3.0,3.0,58.349999999999994
"FLANGE 316L 10""300 RFSO","Flange 316L 10"" 300# RFSO",2,2.0,2.0,876.5
STUBEND 316L 1.5 SCH80,"Stubend 316L 1.5"" Sch80",2,8.0,8.0,645.0
PIPE 316L 12 SC10 WLD X,"Pipe 316L 12"" Sch10 Welded",2,2.0,1.0,805.0
PLT 316L 1/2 X 72 X,"Plate 316L 1/2""x 72""x",2,4.0,4.0,22081.54
STUBEND 304L 1 SCH40,"Stubend 304L 1"" Sch40",2,4.0,4.0,52.800000000000004
PLT SA516-1/4 X 48 X 240,"Plate SA516- 1/4""x48""x240""",2,2.0,1.0,1547.5
NUT SA194-8 1.125 HH,"Nut SA194-8 1.125"" HH",2,72.0,72.0,124.0
PIPE 316L 4 SC80 SML X,"Pipe 316L 4"" Sch80 Seamless",2,29.0,29.0,65193.6
ELBOW 316L 3 SCH10 90 WLD,"Elbow 316L 3"" Sch10 90 Weld",2,4.0,4.0,40.32
"FLANGE AL20 3""150 BLIND","Flange AL20 3"" 150 BLIND",2,3.0,3.0,633.0
"FLANGE AL20 6""150 BLIND","Flange AL20 6"" 150 BLIND",2,2.0,2.0,974.0
PIPE SA106 10 SC80  X,"Pipe SA106 10"" Sch80",2,2.0,2.0,250.0
PIPE SA106 12 SC40  X,"Pipe SA106 12"" Sch40",2,2.0,2.0,500.02
"STUDPAD 316L 10""150 STD","Studpad 316L 10"" 150# Std",2,2.0,2.0,3350.0
NUT SA325 1 HH,"Nut SA325 1"" HH",2,16.0,16.0,10.24
BOLT SA325 3/4X3 HH,"Bolt SA325 3/4"" x 3"" HH",2,24.0,24.0,23.759999999999998
STUBEND 316L 3 SCH40 SML,"Stubend 316L 3"" Sch40 Seemls",2,11.0,11.0,363.0
BEAM SA36 W8 18 X,Beam SA36 W8 18# x,2,2.0,2.0,506.7
"FLANGE 304L 20""150 WD NK","Flange 304L 20"" 150# WD NK",2,2.0,2.0,3791.43
"FLANGE 304L 3""300 WD NK","Flange 304L 3"" 300# WD NK",2,17.0,17.0,1170.08
BOLT B8 3/4X4 HH,"Bolt B8 3/4"" x 4"" HH",2,48.0,48.0,271.36
ELBOW 316L 2 SCH10 90 WLD,"Elbow 316L 2"" Sch10 90 Weld",2,4.0,4.0,26.299999999999997
"FLANGE 316L 6""300 BLIND","Flange 316L 6"" 300# BLIND",2,2.0,2.0,392.68
BOLT B7 5/8X2.75 HH,"Bolt B7 5/8"" x 2.75"" HH",2,80.0,80.0,64.0
PLT SA36-3/4 X 60 X 120,"Plate SA36- 3/4""x60""x120""",2,2.0,2.0,1814.83
BOLT B7 PL 3/4X3.25 HH,"Bolt B7 Plated 3/4"" x 3.25"" HH",2,16.0,16.0,89.2
PLT SA36-5/8 X 48 X 240,"Plate SA36- 5/8""x48""x240""",2,4.0,4.0,2809.68
ELBOW 304L 4 SCH10 90 WLD,"Elbow 304L 4"" Sch10 90 Weld",2,4.0,4.0,58.94
ELBOW 304L 24 SCH10 45 WLD,"Elbow 304L 24"" Sch10 45 Weld",2,3.0,3.0,2527.2
ELBOW 304L 24 SCH10 90 WLD,"Elbow 304L 24"" Sch10 90 Weld",2,2.0,2.0,2299.2
PIPE 2205 3 SC80 WLD X,"Pipe 2205 3"" Sch80 Welded",2,1.0,1.0,775.63
BEAM SA36 W10 68 X 20,Beam SA36 W10 68# x 20',2,7.0,7.0,3438.76
BEAM SA36 W10 33 X 20,Beam SA36 W10 33# x 20',2,3.0,3.0,1307.8
FLAT SA36 3/8 X 6 X 20',"Flat Stk SA36 3/8""x 6""x 20'",2,2.0,2.0,114.14
PLT SA36-3/8 X 72 X 120,"Plate SA36- 3/8""x72""x120""",2,2.0,2.0,705.9300000000001
"FLANGE 316L 3/4""150 WD NK","Flange 316L 3/4"" 150# WD NK",2,14.0,14.0,153.29999999999998
FLAT SA36 1/4 X 8 X 20',"Flat Stk SA36 1/4""x 8""x 20'",2,5.0,5.0,537.2
FLAT 304L 3/8 X 5 X 12',"Flat Stk 304L 3/8""x 5""x 12'",2,3.0,3.0,565.14
FLAT SA36 1/2 X 1.5 X 20',"Flat Stk SA36 1/2""x 1.5""x 20'",2,11.0,0.0,133.0
GASKET RING NO ASB 1/8X4 150,"G Ring Non Asb 1/8"" 4""150#",2,3.0,3.0,10.629999999999999
PLT SA516-1/4 X 120 X 240,"Plate SA516- 1/4""x120""x240""",2,2.0,2.0,3164.08
PIPECAP 316L 8 SC80,"Pipe Cap 316L 8"" Sch80",2,2.0,2.0,399.5
STUBEND 316L 1/2 SCH80 SML,"Stubend 316L 1/2"" Sch80 Seemls",2,7.0,7.0,685.0
STUBEND 316L 1 SCH80 SML,"Stubend 316L 1"" Sch80 Seemls",2,2.0,2.0,235.0
PIPE SA53B 1/2 SC80XS  X,"Pipe SA53B 1/2"" Sch80XS",2,2.0,1.0,24.96
PLT SA516-5/16 X 120 X 360,"Plate SA516- 5/16""x120""x360""",2,0.85,0.85,1721.5304999999998
PIPECAP 316L 12 SC40,"Pipe Cap 316L 12"" Sch40",2,6.0,4.0,702.0
ELBOW 304L 12 SCH10 90 WLD,"Elbow 304L 12"" Sch10 90 Weld",2,3.0,3.0,633.0
BOLT B8M 5/8X1.75 HH,"Bolt B8M 5/8"" x 1.75"" HH",2,32.0,32.0,113.6
PIPE SA53B 1 SC80XS  X,"Pipe SA53B 1"" Sch80XS",2,2.0,2.0,58.86
STUBEND 316L 6 SCH40 SML,"Stubend 316L 6"" Sch40 Seemls",2,2.0,2.0,184.0
PIPE 316L 8 SC10 WLD X,"Pipe 316L 8"" Sch10 Welded",2,2.0,2.0,730.2
ELBOW 316L 8 SCH10 90 WLD,"Elbow 316L 8"" Sch10 90 Weld",2,3.0,3.0,275.75
PIPE 316L 8 SC40 SML X,"Pipe 316L 8"" Sch40 Seamless",2,2.0,2.0,455.0
"STUDPAD 316L 1.5""150 STD","Studpad 316L 1.5"" 150# Std",2,2.0,2.0,292.55
"FLANGE 304L 1""300 RFSO","Flange 304L 1"" 300# RFSO",2,20.0,20.0,192.0
"FLANGE 304L 4""300 BLIND","Flange 304L 4"" 300# BLIND",2,2.0,2.0,84.48
PLT SA36-1/4 X 48 X 120,"Plate SA36- 1/4""x48""x120""",2,3.0,3.0,451.28
PIPECAP 316L 3 SC40,"Pipe Cap 316L 3"" Sch40",2,5.0,5.0,51.300000000000004
PIPE AL400 4 SC80 SMLS X,"Pipe AL400 4"" Sch80 Seamless",2,2.0,2.0,1391.06
PIPE AL400 2 SC80 SMLS X,"Pipe AL400 2"" Sch80 Seamless",2,2.0,2.0,204.6
ELBOW 304L 1 SCH10 45 WLD,"Elbow 304L 1"" Sch10 45 Weld",2,11.0,11.0,34.65
ELBOW 304L 2 SCH10 45 WLD,"Elbow 304L 2"" Sch10 45 Weld",2,2.0,2.0,7.0
ELBOW 304L 1.5 SCH10 45 WLD,"Elbow 304L 1.5"" Sch10 45 Weld",2,6.0,6.0,18.9
"STUDPAD 316L 3/4""150 STD","Studpad 316L 3/4"" 150# Std",2,2.0,2.0,193.35
PLT SA36-3/8 X 96 X 144,"Plate SA36- 3/8""x96""x144""",2,2.0,2.0,1175.52
"FLANGE AL20 3""150 RFSO","Flange AL20 3"" 150 RFSO",2,6.0,6.0,1263.0
"FLANGE AL20 6""150 RFSO","Flange AL20 6"" 150 RFSO",2,7.0,7.0,2765.0
"FLANGE AL20 4""150 RFSO","Flange AL20 4"" 150 RFSO",2,2.0,2.0,622.0
NUT SA194-8M 3/8 HH,"Nut SA194-8M 3/8"" HH",2,100.0,100.0,33.8
PIPE 2205 6 SC10 WLD X,"Pipe 2205 6"" Sch10 Welded",2,2.0,2.0,809.41
SIGHT GLASS,Build Sight Glass to Specs,2,4.0,4.0,976.0
PIPE 2205 4 SC80 WLD X,"Pipe 2205 4"" Sch80 Welded",2,1.0,1.0,0.0
BOLT B7 PL 5/8X3.25 HH,"Bolt B7 Plated 5/8"" x 3.25"" HH",2,56.0,56.0,140.0
PIPE 2205 1 SC80 WLD X,"Pipe 2205 1"" Sch80 Welded",2,1.0,1.0,0.0
PIPE 2205 2 SC80 WLD X,"Pipe 2205 2"" Sch80 Welded",2,1.0,1.0,0.0
NUT 2H 3/8 HH,"Nut 2H 3/8"" HH",2,304.0,304.0,24.32
FLAT SA36 1/4 X 1.5 X,"Flat Stk SA36 1/4""x 1.5""x",2,28.0,28.0,317.73
BEAM SA36 W12 40 X 20,Beam SA36 W12 40# x 20',2,4.0,4.0,1372.0
PIPE 304L 4 SC10 SML X,"Pipe 304L 4"" Sch10 Seamless",2,2.0,2.0,46.25
STUBEND AL600 1/2 SCH40,"Stubend Alloy600 1/2"" Sch40",2,2.0,2.0,327.08
FLAT 316L 1/4 X 3 X,"Flat Stk 316L 1/4""x 3""x",2,3.0,3.0,136.31
