Job,Sequence,Work_Center,Description,Est_Setup_Hrs,Est_Run_Hrs,Est_Total_Hrs,Act_Setup_Hrs,Act_Run_Hrs,Est_Setup_Labor,Est_Run_Labor,Act_Setup_Labor,Act_Run_Labor,Est_Labor_Burden,Act_Labor_Burden,Est_Machine_Burden,Act_Machine_Burden,Est_Total_Cost,Act_Total_Cost,Status,Run_Pct_Complete,Setup_Pct_Complete,Due_Date,Sched_Start,Sched_End,Actual_Start,Act_Total_Hrs
23-003,39,FIT,Weld top to shell ,0.0,6.0,6.0,0.0,12.0,0.0,120.0,0.0,272.0,276.0,625.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-07 06:00:00,12.0
23-003,40,FIT,Weld all Outside Seams,0.0,14.0,14.0,0.0,19.0,0.0,280.0,0.0,509.0,644.0,1081.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-07 06:00:00,19.0
23-003,41,MOVE TANK,Move Tank to Detail Rolls,0.0,2.0,2.0,0.0,1.0,0.0,40.0,0.0,28.0,92.0,64.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-09 06:00:00,1.0
23-003,42,FIT,Install Lift Lugs on Shl,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,80.5,92.0,136.85,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-09 06:00:00,2.0
23-003,43,FIT,Install Support Parts,0.0,20.0,20.0,0.0,25.0,0.0,400.0,0.0,626.5,920.0,1440.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-09 06:00:00,25.0
23-003,44,FIT,Set Nozzles in Shell,0.0,5.0,5.0,0.0,7.0,0.0,100.0,0.0,166.5,230.0,382.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-14 06:00:00,7.0
23-003,45,FIT,Weld Shell Nozz & M/Ws,0.0,16.0,16.0,0.0,16.75,0.0,320.0,0.0,399.25,736.0,918.28,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-14 06:00:00,16.75
23-003,46,FIT,"Fit Handrail, I&W Clips",0.0,8.0,8.0,0.0,6.0,0.0,160.0,0.0,183.25,368.0,389.28,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-31 06:00:00,6.0
23-003,47,FIT,"Fit Ladder, I&W Clips",0.0,10.0,10.0,0.0,8.0,0.0,200.0,0.0,270.0,460.0,508.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-14 06:00:00,8.0
23-003,48,FIT,"Fit Platform, I&W Clips",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,56.0,92.0,128.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-17 06:00:00,2.0
23-003,49,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,42.0,46.0,64.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-18 06:00:00,1.0
23-003,50,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,1.5,0.0,20.0,0.0,42.0,46.0,96.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-17 06:00:00,1.5
23-003,51,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-003,52,MOVE TANK,Move to Shop Test Area,0.0,2.0,2.0,0.0,4.0,0.0,40.0,0.0,96.0,92.0,220.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-17 06:00:00,4.0
23-003,53,FINISHING,Test Tank,0.0,12.0,12.0,0.0,6.5,0.0,240.0,0.0,198.0,552.0,328.9,0.0,0.0,0.0,0.0,C,75.0,0.0,,,,2023-08-18 06:00:00,6.5
23-003,54,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-003,55,MOVE TANK,Move to Paint Area,0.0,2.0,2.0,0.0,3.0,0.0,40.0,0.0,67.0,92.0,154.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-21 06:00:00,3.0
23-003,56,INSPECTION,QC Inspection - Sandblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-003,57,INSPECTION,QC Inspection - Paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-003,58,FINISHING,Prepare Tank for Shipment,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,66.0,138.0,151.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-09-05 06:00:00,3.0
23-003,59,FINISHING,"Check BOM, Pack Parts",0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,75.0,138.0,172.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-09-05 06:00:00,3.0
23-003,60,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-003,61,SHIPPING,Load on Truck,0.0,6.0,6.0,0.0,3.5,0.0,120.0,0.0,81.5,276.0,187.45,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-09-05 06:00:00,3.5
23-004,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,7.0,7.0,0.0,6.5,0.0,140.0,0.0,162.5,322.0,373.75,0.0,0.0,0.0,0.0,C,40.0,0.0,,,,2023-06-21 06:00:00,6.5
23-004,3,PRE FAB,Build Nozzles-Weld,0.0,14.0,14.0,0.0,9.0,0.0,280.0,0.0,236.0,644.0,542.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-26 06:00:00,9.0
23-004,4,PRE FAB,Build Dip Tubes-Weld,0.0,5.0,5.0,0.0,4.0,0.0,100.0,0.0,116.0,230.0,266.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-21 06:00:00,4.0
23-004,5,PRE FAB,Make Manway Parts,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,48.0,92.0,110.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-06 06:00:00,2.0
23-004,6,PRE FAB,"Brn MW Neck, Clean, Bevel",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,87.0,92.0,133.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,,2.0
23-004,7,PRE FAB,Roll Manway Neck,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,48.0,92.0,110.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-05 06:00:00,2.0
23-004,8,PRE FAB,"S/U Weld MW Flg, Neck Sem",0.0,4.0,4.0,0.0,5.0,0.0,80.0,0.0,120.0,184.0,276.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-24 06:00:00,5.0
23-004,9,PRE FAB,Bld Davit Arm Aby Cover,0.0,4.0,4.0,0.0,4.5,0.0,80.0,0.0,130.5,184.0,300.15,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-19 06:00:00,4.5
23-004,10,PRE FAB,"B&C parts-lugs, supp, etc",0.0,32.0,32.0,0.0,38.5,0.0,640.0,0.0,1001.75,1472.0,2244.23,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-06-12 06:00:00,38.5
23-004,11,PRE FAB,Build Supports,0.0,15.0,15.0,0.0,15.0,0.0,300.0,0.0,345.0,690.0,793.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-28 06:00:00,15.0
23-004,12,PRE FAB,Roll Repads-Drill & Tap,0.0,4.0,4.0,0.0,4.5,0.0,80.0,0.0,248.25,184.0,389.28,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-30 06:00:00,4.5
23-004,13,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,54.0,92.0,124.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-14 06:00:00,2.0
23-004,14,PRE FAB,Roll Rim Angle,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,81.0,138.0,186.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-14 06:00:00,3.0
23-004,15,PRE FAB,"Cut, Build Ladder Parts",0.0,10.0,10.0,0.0,8.5,0.0,200.0,0.0,190.5,460.0,438.15,0.0,0.0,0.0,0.0,C,85.0,0.0,,,,2023-07-03 06:00:00,8.5
23-004,16,PRE FAB,Form and Roll Ladder Hoop,0.0,3.0,3.0,0.0,3.5,0.0,60.0,0.0,94.5,138.0,217.35,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-22 06:00:00,3.5
23-004,17,PRE FAB,Build Ladder-Weld,0.0,28.0,28.0,0.0,28.0,0.0,560.0,0.0,615.5,1288.0,1415.65,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-10 06:00:00,28.0
23-004,18,PRE FAB,"Cut, Build Handrail Parts",0.0,8.0,8.0,0.0,8.5,0.0,160.0,0.0,206.5,368.0,474.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-19 06:00:00,8.5
23-004,19,PRE FAB,Roll Handrail Pipe,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,81.0,138.0,186.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-15 06:00:00,3.0
23-004,20,PRE FAB,Roll Handrail Toe Plate,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,54.0,92.0,124.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-21 06:00:00,2.0
23-004,21,PRE FAB,Build Handrail-Weld,0.0,36.0,36.0,0.0,39.5,0.0,720.0,0.0,864.5,1656.0,1940.05,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-20 06:00:00,39.5
23-004,22,PRE FAB,"Cut, Build Platform Parts",0.0,6.0,6.0,0.0,5.0,0.0,120.0,0.0,155.25,276.0,310.5,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-06-16 06:00:00,5.0
23-004,23,PRE FAB,Burn Platform Grating,0.0,6.0,6.0,0.0,7.0,0.0,120.0,0.0,196.5,276.0,379.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-21 06:00:00,7.0
23-004,24,PRE FAB,Build Platform-Weld,0.0,8.0,8.0,0.0,3.0,0.0,160.0,0.0,63.0,368.0,144.9,0.0,0.0,0.0,0.0,C,50.0,0.0,,,,2023-06-19 06:00:00,3.0
23-004,25,PRE FAB,Mount Platform Handrail,0.0,2.0,2.0,0.0,2.5,0.0,40.0,0.0,78.75,92.0,120.75,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,,2.5
23-004,26,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,27,PRE FAB,"BI, SQ, T&C Shells",0.0,18.0,18.0,0.0,22.0,0.0,360.0,0.0,594.0,828.0,1366.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-14 06:00:00,22.0
23-004,28,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,12.0,12.0,0.0,12.0,0.0,240.0,0.0,324.0,552.0,745.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-14 06:00:00,12.0
23-004,29,PRE FAB,Build Top Head/Cone,0.0,11.0,11.0,0.0,12.5,0.0,220.0,0.0,353.25,506.0,812.48,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-23 06:00:00,12.5
23-004,30,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,31,FIT,"L/O Top, B&C Holes",0.0,5.0,5.0,0.0,12.0,0.0,100.0,0.0,342.0,230.0,786.6,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-06-28 06:00:00,12.0
23-004,32,PRE FAB,Set Nozzles & Lugs - Top,0.0,4.0,4.0,0.0,6.0,0.0,80.0,0.0,171.0,184.0,393.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-03 06:00:00,6.0
23-004,33,FIT,Weld Nozzles - Top Head,0.0,8.0,8.0,0.0,12.0,0.0,160.0,0.0,336.0,368.0,772.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-05 06:00:00,12.0
23-004,34,PRE FAB,Install Top Stiffeners,0.0,5.0,5.0,0.0,5.0,0.0,100.0,0.0,130.0,230.0,299.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-21 06:00:00,5.0
23-004,35,PRE FAB,Build Bottom Head/Cone,0.0,7.0,7.0,0.0,11.5,0.0,140.0,0.0,333.75,322.0,712.43,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-19 06:00:00,11.5
23-004,36,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,37,FIT,Fit Bottom Head to Shell,0.0,12.0,12.0,0.0,13.5,0.0,240.0,0.0,388.75,552.0,894.13,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-20 06:00:00,13.5
23-004,38,FIT,Tack Shell Courses,0.0,8.0,8.0,0.0,16.5,0.0,160.0,0.0,478.5,368.0,1100.55,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-22 06:00:00,16.5
23-004,39,FIT,Weld Inside Round Seams,0.0,6.0,6.0,0.0,5.0,0.0,120.0,0.0,145.0,276.0,333.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-28 06:00:00,5.0
23-004,40,FIT,Install Rim Angle,0.0,5.0,5.0,0.0,8.0,0.0,100.0,0.0,232.0,230.0,533.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-27 06:00:00,8.0
23-004,41,FIT,Weld Rim Angle,0.0,6.0,6.0,0.0,8.0,0.0,120.0,0.0,234.0,276.0,441.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-28 06:00:00,8.0
23-004,42,FIT,"L/O Shell, B&C Holes",0.0,6.0,6.0,0.0,5.0,0.0,120.0,0.0,151.0,276.0,347.3,0.0,0.0,0.0,0.0,C,70.0,0.0,,,,2023-07-06 06:00:00,5.0
23-004,43,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,44,FIT,Fit Top to Shell,0.0,7.0,7.0,0.0,8.5,0.0,140.0,0.0,318.0,322.0,570.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-07 06:00:00,8.5
23-004,45,FIT,Weld all Outside Seams,0.0,12.0,12.0,0.0,18.0,0.0,240.0,0.0,474.0,552.0,1090.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-29 06:00:00,18.0
23-004,46,MOVE TANK,Move Tank to Detail Rolls,0.0,2.0,2.0,0.0,4.0,0.0,40.0,0.0,88.0,92.0,202.4,0.0,0.0,0.0,0.0,C,75.0,0.0,,,,2023-08-03 06:00:00,4.0
23-004,47,FIT,Install Lift Lugs on Shl,0.0,4.0,4.0,0.0,5.25,0.0,80.0,0.0,132.75,184.0,305.33,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-21 06:00:00,5.25
23-004,48,FIT,Install Support Parts,0.0,48.0,48.0,0.0,40.0,0.0,960.0,0.0,1026.0,2208.0,2359.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-12 06:00:00,40.0
23-004,49,FIT,"Weld rings, lugs, suppts",0.0,12.0,12.0,0.0,23.5,0.0,240.0,0.0,610.0,552.0,1343.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-15 06:00:00,23.5
23-004,50,FIT,Set Nozzles in Shell,0.0,7.0,7.0,0.0,9.5,0.0,140.0,0.0,256.5,322.0,589.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-02 06:00:00,9.5
23-004,51,FIT,Weld Shell Nozz & M/Ws,0.0,18.0,18.0,0.0,14.5,0.0,360.0,0.0,374.0,828.0,860.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-08 06:00:00,14.5
23-004,52,FIT,Install Dip Pipe Supports,0.0,6.0,6.0,0.0,6.0,0.0,120.0,0.0,166.0,276.0,381.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-06 06:00:00,6.0
23-004,53,FIT,Install Dip Pipes,0.0,8.0,8.0,0.0,14.0,0.0,160.0,0.0,356.0,368.0,818.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-15 06:00:00,14.0
23-004,54,FIT,"Fit Handrail, I&W Clips",0.0,4.0,4.0,0.0,10.5,0.0,80.0,0.0,271.0,184.0,623.3,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-07-03 06:00:00,10.5
23-004,55,FIT,"Fit Ladder, I&W Clips",0.0,8.0,8.0,0.0,20.5,0.0,160.0,0.0,618.0,368.0,1209.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-10 06:00:00,20.5
23-004,56,FIT,"Fit Platform, I&W Clips",0.0,6.0,6.0,0.0,16.5,0.0,120.0,0.0,503.0,276.0,932.65,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-10 06:00:00,16.5
23-004,57,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,2.25,0.0,20.0,0.0,66.5,46.0,123.05,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-18 06:00:00,2.25
23-004,58,FINISHING,Dye Pen Test,0.0,8.0,8.0,0.0,7.0,0.0,160.0,0.0,154.0,368.0,354.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-09-06 06:00:00,7.0
23-004,59,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,60,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,61,MOVE TANK,Move to Shop Test Area,0.0,2.0,2.0,0.0,14.0,0.0,40.0,0.0,353.0,92.0,799.25,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-22 06:00:00,14.0
23-004,62,FINISHING,Test Tank,0.0,40.0,40.0,0.0,68.5,0.0,800.0,0.0,1771.0,1840.0,3946.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-24 06:00:00,68.5
23-004,63,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,64,FINISHING,Clean Tank Complete,0.0,40.0,40.0,0.0,77.75,0.0,800.0,0.0,1808.25,1840.0,4158.98,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-23 06:00:00,77.75
23-004,65,INSPECTION,QC Inspection - Clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,66,MOVE TANK,Move to Paint Area,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,67,INSPECTION,QC Inspection - Sandblast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,68,INSPECTION,QC Inspection - Paint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,69,FINISHING,Prepare Tank for Shipment,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,70,FINISHING,"Check BOM, Pack Parts",0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,71,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-004,72,SHIPPING,Load on Truck,0.0,7.0,7.0,0.0,18.0,0.0,140.0,0.0,441.5,322.0,1015.45,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-09-07 06:00:00,18.0
23-005,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-005,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-005,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,7.0,7.0,0.0,10.5,0.0,140.0,0.0,259.0,322.0,595.7,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-21 06:00:00,10.5
23-005,3,PRE FAB,Build Nozzles-Weld,0.0,14.0,14.0,0.0,7.0,0.0,280.0,0.0,188.0,644.0,432.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-26 06:00:00,7.0
23-005,4,PRE FAB,Build Dip Tubes-Weld,0.0,5.0,5.0,0.0,4.0,0.0,100.0,0.0,116.0,230.0,266.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-21 06:00:00,4.0
23-005,5,PRE FAB,Make Manway Parts,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,79.0,92.0,181.7,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-22 06:00:00,2.0
23-005,6,PRE FAB,"Brn MW Neck, Clean, Bevel",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,87.0,92.0,133.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,,2.0
23-005,7,PRE FAB,Roll Manway Neck,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,48.0,92.0,110.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-05 06:00:00,2.0
23-005,8,PRE FAB,"S/U Weld MW Flg, Neck Sem",0.0,4.0,4.0,0.0,4.0,0.0,80.0,0.0,124.0,184.0,285.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-08-21 06:00:00,4.0
23-005,9,PRE FAB,Bld Davit Arm Aby Cover,0.0,4.0,4.0,0.0,3.5,0.0,80.0,0.0,101.5,184.0,233.45,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-13 06:00:00,3.5
23-005,10,PRE FAB,"B&C parts-lugs, supp, etc",0.0,32.0,32.0,0.0,38.5,0.0,640.0,0.0,1001.75,1472.0,2244.23,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-06-12 06:00:00,38.5
23-005,11,PRE FAB,Build Supports,0.0,15.0,15.0,0.0,15.0,0.0,300.0,0.0,352.5,690.0,810.75,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-05 06:00:00,15.0
23-005,12,PRE FAB,Roll Repads-Drill & Tap,0.0,4.0,4.0,0.0,4.5,0.0,80.0,0.0,248.25,184.0,389.28,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-30 06:00:00,4.5
23-005,13,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,2.0,2.0,0.0,3.0,0.0,40.0,0.0,112.5,92.0,172.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-23 06:00:00,3.0
23-005,14,PRE FAB,Roll Rim Angle,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,81.0,138.0,186.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-14 06:00:00,3.0
23-005,15,PRE FAB,"Cut, Build Ladder Parts",0.0,10.0,10.0,0.0,8.5,0.0,200.0,0.0,190.5,460.0,438.15,0.0,0.0,0.0,0.0,C,85.0,0.0,,,,2023-07-03 06:00:00,8.5
23-005,16,PRE FAB,Form and Roll Ladder Hoop,0.0,3.0,3.0,0.0,3.5,0.0,60.0,0.0,94.5,138.0,217.35,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-22 06:00:00,3.5
23-005,17,PRE FAB,Build Ladder-Weld,0.0,28.0,28.0,0.0,36.5,0.0,560.0,0.0,800.25,1288.0,1840.58,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-07-10 06:00:00,36.5
23-005,18,PRE FAB,"Cut, Build Handrail Parts",0.0,8.0,8.0,0.0,8.0,0.0,160.0,0.0,207.0,368.0,476.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-19 06:00:00,8.0
23-005,19,PRE FAB,Roll Handrail Pipe,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,81.0,138.0,186.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-15 06:00:00,3.0
23-005,20,PRE FAB,Roll Handrail Toe Plate,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,54.0,92.0,124.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-27 06:00:00,2.0
23-005,21,PRE FAB,Build Handrail-Weld,0.0,36.0,36.0,0.0,35.0,0.0,720.0,0.0,806.0,1656.0,1708.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-20 06:00:00,35.0
23-005,22,PRE FAB,"Cut, Build Platform Parts",0.0,6.0,6.0,0.0,5.0,0.0,120.0,0.0,155.25,276.0,310.5,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-06-16 06:00:00,5.0
23-005,23,PRE FAB,Burn Platform Grating,0.0,6.0,6.0,0.0,7.0,0.0,120.0,0.0,196.5,276.0,379.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-06-21 06:00:00,7.0
23-005,24,PRE FAB,Build Platform-Weld,0.0,8.0,8.0,0.0,3.0,0.0,160.0,0.0,63.0,368.0,144.9,0.0,0.0,0.0,0.0,C,50.0,0.0,,,,2023-06-19 06:00:00,3.0
23-005,25,PRE FAB,Mount Platform Handrail,0.0,2.0,2.0,0.0,2.5,0.0,40.0,0.0,78.75,92.0,120.75,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,,2.5
